nombre,agencia,precio_m2,precio,superficie,codigo_postal,href,actualizacion,consumo,emisiones,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Exterior,Antigüedad,Conservación,Referencia,Tipo suelo,Calefacción,Cocina equipada,Comedor,Lavadero,Orientación,No se aceptan mascotas,Armarios empotrados,Vidrios dobles,Carpintería exterior,Teléfono,Aire acondicionado,Chimenea,Garaje,Trastero,Portero automático,Puerta blindada,Sistema de seguridad,Ascensor,Adaptado a personas con movilidad reducida,Terraza,Jardín,Piscina,Soleado,Agua,Balcón,Amueblado,Carpintería interior,Se aceptan mascotas,Interior,Gastos de comunidad,Gas,Luz,Tipo de casa,Urbanizado,Calle alumbrada,Calle asfaltada,Superficie solar
"Piso en calle de la Luna, 8",TITA PEREZ SERVICIOS INMOBILIARIOS,39 €/m²,1.250 €/mes,32 m²,28079,https://www.pisos.com/alquilar/piso-universidad_malasana28004-49246735604_520252/,2024-11-14,Error al procesar consumo,Error al procesar emisiones,32 m²,28 m²,1,1,1ª,N/A,Entre 30 y 50 años,A estrenar,4520252-1161-T,Parquet,Central,N/A,N/A,,Este,,1,,Aluminio,,Frío y calor,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en Paseo de la Virgen del Puerto,INMOBILIARIA LAS CASAS,16 €/m²,2.000 €/mes,125 m²,28079,https://www.pisos.com/alquilar/piso-imperial28005-29228616576_512906/,2025-02-04,Error al procesar consumo,Error al procesar emisiones,125 m²,125 m²,3,2,1ª,N/A,,En buen estado,512906-000654,,,,,,,,Más de 2,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en calle de Juan Daniel Fullaondo,VILSERIN GESTION INMOBILIARIA,7 €/m²,1.650 €/mes,224 m²,28079,https://www.pisos.com/alquilar/piso-valdebebas_valdefuentes28055-50862673375_528963/,2025-01-21,Error al procesar consumo,Error al procesar emisiones,224 m²,125 m²,3,3,2ª,N/A,Entre 10 y 20 años,En buen estado,4528963-VIL70,Tarima flotante,Central,,,,Oeste,,Más de 2,,PVC,,Frío y calor,,1,,,,,,,,Comunitario,Comunitaria,,,,N/A,,,,,,,,,,,
Chalet en Las Matas-Los Peñascales,TEAM JAVIER VILLALBA,5 €/m²,4.000 €/mes,696 m²,28127,https://www.pisos.com/alquilar/chalet-las_matas_los_penascales28290-51708500108_101800/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,696 m²,,5,2,,,,,IF5563-CHALET PARDO MATAS ALQUILER,,Central,N/A,,N/A,,,1,,,,,,,N/A,,,,,,N/A,Privado,,,,,N/A,,,,,,,,,,,1.018 m²
Piso en calle de la Virgen de Aránzazu,DON CHAMBERI,16 €/m²,1.400 €/mes,85 m²,28079,https://www.pisos.com/alquilar/piso-fuencarral_el_pardo_valverde28034-51715419354_108900/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,85 m²,,3,1,,,,,XA785-541071,,,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,,N/A,,,,,,,,,,,
Piso en calle de Alberdi,31 REAL SERVICIOS INMOBILIARIOS,14 €/m²,1.200 €/mes,81 m²,28079,https://www.pisos.com/alquilar/piso-valdeacederas28039-51725698336_100500/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,81 m²,68 m²,2,1,2ª,,Entre 10 y 20 años,,SA2049-31768/7506,,Gas natural,,,,Oeste,,1,,,,N/A,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,
Ático en calle de Jesús del Valle,Alfa Rivas,19 €/m²,2.200 €/mes,113 m²,28079,https://www.pisos.com/alquilar/atico-universidad_malasana28004-49225492057_100500/,2025-02-04,Error al procesar consumo,Error al procesar emisiones,113 m²,107 m²,2,1,4ª,,Más de 50 años,,SA4961-CM-30139/8383,,Gas natural,,N/A,,,,,,,,N/A,N/A,1,,,N/A,,N/A,,N/A,,,,N/A,,N/A,,,,,,,,,,,
Estudio en calle de Rodas,HERNAN INMOBILIARIA,28 €/m²,1.390 €/mes,49 m²,28079,https://www.pisos.com/alquilar/estudio-centro_embajadores_lavapies28005-51684542455_100500/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,49 m²,46 m²,,1,7ª,N/A,,En buen estado,SA5515-107350245,,,N/A,,,Norte,N/A,1,,,,N/A,,,,,,,N/A,,N/A,,,,,,N/A,,,,,,,,,,,
"Estudio en calle de Natalia de Silva, 1",RESTER IBERIA,19 €/m²,920 €/mes,48 m²,28079,https://www.pisos.com/alquilar/estudio-concepcion-51710286162_100500/,2025-02-17,"E, E","E, E",48 m²,,,1,1ª,N/A,,En buen estado,SA5372-NATALIA DE SILVA- SIN HONORARIOS,,,N/A,,,Oeste,,1,,,,,,,,,,,N/A,,,N/A,N/A,,,,,,N/A,,,,,,,,,
Piso en calle de Angelita Cavero,Alfa Arturo Soria,24 €/m²,1.350 €/mes,55 m²,28079,https://www.pisos.com/alquilar/piso-ciudad_lineal_san_pascual-51724828629_101000/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,55 m²,52 m²,2,1,,,,,AF16-1543/578,,,,,,,,,,,,Frío,,,,,,,N/A,,,,,,,,,,,N/A,,,,,,,,
"Dúplex en Avenida de la Ciudad de Barcelona, 71",KIMA INMOBILIARIA,28 €/m²,2.300 €/mes,80 m²,28079,https://www.pisos.com/alquilar/duplex-retiro_pacifico28007-50834053640_528723/,2025-01-23,Error al procesar consumo,Error al procesar emisiones,80 m²,70 m²,2,2,Bajo,N/A,Entre 10 y 20 años,En buen estado,4528723-000015,Tarima flotante,Eléctrica,N/A,,,Oeste,N/A,1,,Aluminio,,Frío y calor,,,,N/A,,,N/A,,,,,,,N/A,N/A,,,N/A,,,,,,,,
"Piso en calle Jose Orteg y Gasset, nº 17",NIK INVERSION Y GESTION,47 €/m²,4.250 €/mes,90 m²,28079,https://www.pisos.com/alquilar/piso-salamanca_castellana28006-50020946372_106000/,2025-02-15,Error al procesar consumo,Error al procesar emisiones,90 m²,64 m²,2,3,2ª,,Más de 50 años,,NI301-632,Mármol,Central,Amueblada con electrodomésticos,N/A,,,,N/A,,Aluminio,,A/a f/c centralizado,,,,,,,2,,,,,,Agua individual,,Completamente amueblado,,,,,,,,,,,
Ático en calle de Mira el Sol,PROYECTOS INMOBILIARIOS DEAPI SL,35 €/m²,1.300 €/mes,37 m²,28079,https://www.pisos.com/alquilar/atico-centro_embajadores_lavapies28005-50921673807_100900/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,37 m²,33 m²,2,1,4ª,N/A,,En buen estado,WTC45-28-85-3356,,,,,,Sur,N/A,N/A,,,,Frío y calor,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,
Ático en calle de Juanelo,SKY SOLUTIONS,63 €/m²,700 €/mes,11 m²,28079,https://www.pisos.com/alquilar/atico-centro_embajadores_lavapies28012-44221426364_101800/,2025-02-12,Error al procesar consumo,Error al procesar emisiones,11 m²,,,1,4ª,,Más de 50 años,,IF76741-juanelo alquiler,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en calle de Pedro Antonio de Alarcón,KamarAljarafe,20 €/m²,1.800 €/mes,90 m²,28079,https://www.pisos.com/alquilar/piso-ciudad_lineal_pueblo_nuevo28017-50911300573_523453/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,90 m²,85 m²,2,1,3ª,N/A,Más de 50 años,Reformado,4523453-123581748,Parquet,Central,,,,Sureste,,,,,,Frío y calor,,,,,,,,,,,,N/A,,,N/A,,,,,,,,,,,
"Piso en calle del Príncipe de Vergara, 207",Grupo EXTRA,21 €/m²,1.350 €/mes,63 m²,28079,https://www.pisos.com/alquilar/piso-chamartin_el_viso28002-50923966944_100500/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,63 m²,50 m²,2,1,Bajo,,Más de 50 años,,SA874-CO-A2115/1158,,Central,,N/A,,Norte,,1,,,,,,,,,N/A,,,,,,,,N/A,,,,,,,,,,,,,
"Piso en calle Valle de Bustarviejo,  11",ALKIRA LIVING,12 €/m²,1.355 €/mes,105 m²,28148,https://www.pisos.com/alquilar/piso-zona_suroeste-4997190310_109700/,2025-02-17,"A, A","A, A",105 m²,,3,2,,,,A estrenar,4526851-VI-022-002-BAJ-A,,Gas natural,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de García de Paredes,INMOLINE,Error al procesar precio m²,4.850 €/mes,4,28079,https://www.pisos.com/alquilar/piso-chamberi_almagro28010-51762933257_106000/,2025-02-16,Error al procesar consumo,Error al procesar emisiones,,,4,4,6ª,,,,NI485-1238,Mármol,Central,Independiente - amueblada con elec.,N/A,,,,N/A,,,,A/a f/c,,1,,,,,N/A,,N/A,,,,Central,,Completamente amueblado,,,,,,,,,,,
Piso en Avenida Real de Pinto,MASTERPISO,14 €/m²,1.400 €/mes,94 m²,28079,https://www.pisos.com/alquilar/piso-villaverde_san_andres28021-39251309423_518874/,2025-02-19,"E, E","E, E",94 m²,88 m²,4,1,1ª,N/A,Más de 50 años,En buen estado,4518874-CM-25B,Gres,Eléctrica,N/A,,,Este,,Más de 2,,Aluminio,N/A,Frío y calor,,,,N/A,N/A,,,,N/A,,,N/A,,,N/A,Madera,,,,N/A,,,,,,
"Piso en calle del Conde de Peñalver, 30",Inmobiliaria VIVAHOGAR,15 €/m²,2.600 €/mes,168 m²,28079,https://www.pisos.com/alquilar/piso-goya28006-51717940829_109300/,2025-02-04,Error al procesar consumo,Error al procesar emisiones,168 m²,,3,2,5ª,N/A,Más de 50 años,,EP805-1255,,N/A,N/A,,,,,N/A,,,,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en Avenida de Santo Domingo de la Calzada,GRUPO SM HOMES,17 €/m²,1.400 €/mes,80 m²,28079,https://www.pisos.com/alquilar/piso-fuencarral_el_pardo_las_tablas28050-51671050824_101800/,2025-02-14,"E, D","E, D",80 m²,,2,2,5ª,,Entre 10 y 20 años,,IF76811-Av. Santo Domingo de la Calzada,,,N/A,,N/A,,,1,,,,,,1,,,,,N/A,,N/A,,Comunitaria,,,,,,,,,,,,,,,
Piso en calle de la Anunciación,INMOBILIARIA ALVENCOR,18 €/m²,2.500 €/mes,138 m²,28079,https://www.pisos.com/alquilar/piso-nino_jesus28009-50863607891_991623/,2025-02-15,Error al procesar consumo,Error al procesar emisiones,138 m²,120 m²,3,2,Bajo,N/A,Más de 50 años,En buen estado,991623-30022MMA,Parquet,Central,N/A,N/A,,,,Más de 2,,Aluminio,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en calle del Conde de Peñalver,OFICINA ELOY GONZALO SERVIVIENDA,15 €/m²,2.600 €/mes,170 m²,28079,https://www.pisos.com/alquilar/piso-goya28006-51711719507_362300/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,170 m²,160 m²,3,2,5ª,N/A,,En buen estado,3623-199379,,,N/A,N/A,,Suroeste,,,,,,Frío y calor,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle de la Jacaranda, 10",Madnum Living.,21 €/m²,1.281 €/mes,60 m²,28079,https://www.pisos.com/alquilar/piso-atocha28045-4754653103_109700/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,60 m²,,1,1,,,,A estrenar,4528721-21340822,,,N/A,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle Teleferico de las Canteras, 1",ALKIRA LIVING,18 €/m²,1.545 €/mes,85 m²,28079,https://www.pisos.com/alquilar/piso-el_canaveral-4881740777_109700/,2025-02-13,Error al procesar consumo,Error al procesar emisiones,85 m²,,4,2,,,,A estrenar,4526851-21493398,,,,,,,,,,,,,,N/A,N/A,,,,,,N/A,,,,,,,,,,,,,,,,,
Piso en calle de Alcalá,EVERYSTREET,19 €/m²,2.950 €/mes,150 m²,28079,https://www.pisos.com/alquilar/piso-goya28009-28366015037_108900/,2025-02-15,Error al procesar consumo,Error al procesar emisiones,150 m²,150 m²,3,2,,,Más de 50 años,,XA156-MOP-2480,,N/A,,,,,,,,,,N/A,,,,,,,N/A,,mtrs=0,,,,,,,,,,,,,,,,,
"Piso en Avenida Arribes del Duero, 14",Sogeviso,15 €/m²,1.000 €/mes,63 m²,28134,https://www.pisos.com/alquilar/piso-arroyos_y_tempranales28701-4925076320_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,63 m²,,2,2,1ª,,,A estrenar,4528991-21490403,,Eléctrica,N/A,,,,,2,,,,Frío y calor,,N/A,N/A,,,,,,N/A,,,,,,,,,,,,,,,,,
Estudio en Avenida de Castilla,INMOBILIARIA ASTUDILLO,Error al procesar precio m²,1.300 €/mes,2,28181,https://www.pisos.com/alquilar/estudio-castillo_campodon-50888467559_106000/,2025-01-11,Error al procesar consumo,Error al procesar emisiones,,,2,1,,,,,NI37-1234,Gres,N/A,Amueblada con electrodomésticos,N/A,,,,2,,PVC,,,,,,,,,,,,,,,Comunitaria,,Completamente amueblado,,,,,,,,,,,
Piso en calle del Hospital,CENTURY 21 R & C,20 €/m²,1.250 €/mes,61 m²,28115,https://www.pisos.com/alquilar/piso-pueblo28223-50878852357_107700/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,61 m²,57 m²,2,1,,,Más de 50 años,,VE76-0056-00570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle del Terral,INMOBARALIA,15 €/m²,2.400 €/mes,156 m²,28115,https://www.pisos.com/alquilar/piso-prado_de_somosaguas-50898965913_280500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,156 m²,156 m²,3,3,Bajo,N/A,Entre 20 y 30 años,En buen estado,2805-002424,Tarima,Individual,Con office,Salón-comedor,,Sur y oeste,,Más de 2,Climalit,Aluminio,,Por conducto,,2,,Videoportero,N/A,24 horas,N/A,,40 m²,Comunitario,Comunitaria,N/A,,,,Roble,,,,,,,,,,
Piso en calle Francia,SAMAR GESTION INMOBILIARIA,15 €/m²,2.100 €/mes,134 m²,28115,https://www.pisos.com/alquilar/piso-zona_avenida_de_europa28224-51710508490_513647/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,134 m²,121 m²,3,2,2ª,Baños interiores,Entre 30 y 50 años,Reformado,4513647-000003,Tarima flotante,Gas natural,Office con isla,Salon comedor 25m²,Cerrado,Oeste,,N/A,N/A,Aluminio,N/A,Frío y calor,,,,N/A,N/A,N/A,N/A,,N/A,N/A,Comunitaria,N/A,,,,Lacada blanco,,,,Individual,,,,,,
Piso en Camino Ferrocarril,AGORA INMOBILIARIA Y ACTIVO SINGULAR,14 €/m²,1.050 €/mes,74 m²,28181,https://www.pisos.com/alquilar/piso-pinares_llanos28670-51702530868_527714/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,74 m²,,2,1,1ª,N/A,,En buen estado,4527714-VILLAVICIOSA2,,,,,,,,,,,,,,,,,,,,,,,Comunitaria,,,,,,,,,,,,,,,
"Apartamento en calle de Atocha, 75",LUXURY RENTALS MADRID,34 €/m²,5.250 €/mes,154 m²,28079,https://www.pisos.com/alquilar/apartamento-cortes_huertas28012-49204551103_529080/,2025-01-02,Error al procesar consumo,Error al procesar emisiones,154 m²,140 m²,3,3,3ª,N/A,Más de 50 años,En buen estado,4529080-LRM-HUERTAS-VII,Tarima flotante,Gas natural,,,,Sur,,,N/A,Aluminio,,Frío y calor,,,,,,,N/A,,,,,,,,N/A,N/A,,,,,,,,,,
Piso en calle Cotoblanco,GOLDEN HOUSE servicios inmobiliarios,16 €/m²,2.200 €/mes,130 m²,28080,https://www.pisos.com/alquilar/piso-zona_monte_del_pilar28221-45010889670_100500/,2024-12-05,"E, E","E, E",130 m²,,3,2,1ª,N/A,Entre 20 y 30 años,En buen estado,SA4498-GHS-1162,,,N/A,,,Oeste,N/A,1,,,,N/A,,1,N/A,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,
Ático en calle Libertad,REMAX PEOPLE,17 €/m²,1.600 €/mes,90 m²,28061,https://www.pisos.com/alquilar/atico-galapagar_la_navata28420-43338541420_100500/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,90 m²,87 m²,3,1,2ª,N/A,Menos de 5 años,En buen estado,SA3855-3577-00246,,,,,,,,1,,,,N/A,,1,N/A,,,,N/A,,N/A,N/A,N/A,,,,,,N/A,,,,,,,,,
"Apartamento en calle del Amor de Dios, 11",LUXURY RENTALS MADRID,35 €/m²,2.250 €/mes,63 m²,28079,https://www.pisos.com/alquilar/apartamento-cortes_huertas28014-49245620920_529080/,2025-01-02,Error al procesar consumo,Error al procesar emisiones,63 m²,54 m²,1,1,2ª,N/A,Entre 30 y 50 años,Reformado,4529080-LRM-HUERTAS-IV,Tarima flotante,,N/A,N/A,N/A,,N/A,2,N/A,PVC,,Frío y calor,,,,N/A,,,N/A,,,,,,,,N/A,N/A,,,,,,,,,,
"Estudio en calle Orce, 6",INMOBILIARIA ASTUDILLO,26 €/m²,995 €/mes,38 m²,28181,https://www.pisos.com/alquilar/estudio-villaviciosa_de_odon_el_bosque28670-51703983293_106000/,2025-02-04,Error al procesar consumo,Error al procesar emisiones,38 m²,34 m²,1,1,,,,,NI37-1332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento en calle de Francisco Suárez, 13",LUXURY RENTALS MADRID,21 €/m²,3.600 €/mes,166 m²,28079,https://www.pisos.com/alquilar/apartamento-nueva_espana28036-49233293987_529080/,2025-01-02,Error al procesar consumo,Error al procesar emisiones,166 m²,136 m²,1,1,2ª,N/A,Entre 10 y 20 años,En buen estado,4529080-LRM-PASEO DE LA HABANA-IV,Gres,Eléctrica,N/A,N/A,N/A,Este,,Más de 2,N/A,Aluminio,,Frío,,1,,N/A,,N/A,N/A,,N/A,Comunitario,Comunitaria,,,,N/A,N/A,,,,,,,,,,
Piso en Centro,INVERHOGAR,16 €/m²,1.100 €/mes,67 m²,28127,https://www.pisos.com/alquilar/piso-las_rozas_de_madrid_centro28231-50015158461_101800/,2025-02-04,"E, D","E, D",67 m²,,1,1,2ª,,,,IF7055-17504,,Central,N/A,,,,,1,,,,,,1,,,N/A,,N/A,,N/A,,,,,,,,,,,,,,,,,
Chalet en calle de Lérida,CENTURY 21 R & C,11 €/m²,3.600 €/mes,310 m²,28115,https://www.pisos.com/alquilar/chalet-somosaguas_humera_los_angeles28223-48346159083_107700/,2025-02-10,Error al procesar consumo,Error al procesar emisiones,310 m²,303 m²,4,3,,,Entre 30 y 50 años,,VE76-0056-00550,,N/A,N/A,,,,,N/A,N/A,,,,,,N/A,,N/A,N/A,,,N/A,N/A,,,,,N/A,,,,,,,,,,,596 m²
"Piso en calle de Maldonado, 55",My City Home,28 €/m²,1.300 €/mes,46 m²,28079,https://www.pisos.com/alquilar/piso-lista_barrio28006-47546327902_518087/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,46 m²,46 m²,1,2,1ª,,,Reformado,4518087-Serrano1,,Central,N/A,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apartamento en calle de la Alameda, 16",LUXURY RENTALS MADRID,49 €/m²,2.700 €/mes,55 m²,28079,https://www.pisos.com/alquilar/apartamento-cortes_huertas28014-49183042804_529080/,2025-01-02,Error al procesar consumo,Error al procesar emisiones,55 m²,50 m²,2,1,4ª,N/A,Entre 10 y 20 años,En buen estado,4529080-LRM-RAMONDELVALLEINCLAN,Tarima flotante,Gas natural,N/A,N/A,N/A,Noreste,,2,N/A,Aluminio,,Frío y calor,,,,,,,N/A,,N/A,,,N/A,,,N/A,N/A,,,,,,,,,,
"Apartamento en calle de Bretón de los Herreros, 46",LUXURY RENTALS MADRID,34 €/m²,2.700 €/mes,78 m²,28079,https://www.pisos.com/alquilar/apartamento-rios_rosas28003-49246075100_529080/,2025-01-02,Error al procesar consumo,Error al procesar emisiones,78 m²,65 m²,1,1,5ª,N/A,Entre 30 y 50 años,En buen estado,4529080-LRM-BRETON DE LOS HERREROS,Tarima flotante,Central,N/A,N/A,N/A,Noreste,N/A,Más de 2,N/A,Aluminio,,Frío y calor,,,,,,,N/A,N/A,N/A,Comunitario,Comunitaria,,,,N/A,N/A,,,,,,,,,,
Piso en calle de Lacedón,INMOBILIARIA ASTUDILLO,20 €/m²,1.600 €/mes,77 m²,28181,https://www.pisos.com/alquilar/piso-villaviciosa_de_odon_centro-51715742473_106000/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,77 m²,69 m²,3,2,,,,,NI37-1333,Gres,N/A,Americana,,,,,N/A,,PVC,,A/a f/c,,,,,,,,,N/A,,,,Termo electrico,,,,,,,,,,,,,
Piso en Avenida de la Ciudad de Barcelona,SERVIFINCAS-RETIRO,34 €/m²,900 €/mes,26 m²,28079,https://www.pisos.com/alquilar/piso-retiro_pacifico28007-51687412712_100500/,2025-02-13,Error al procesar consumo,Error al procesar emisiones,26 m²,25 m²,1,1,3ª,,Más de 50 años,,SA515-1257A689/1084,,N/A,,,,Oeste,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,
"Apartamento en calle de Vergara, 6",LUXURY RENTALS MADRID,36 €/m²,3.600 €/mes,100 m²,28079,https://www.pisos.com/alquilar/apartamento-centro_palacio28013-50043910292_529080/,2025-01-02,Error al procesar consumo,Error al procesar emisiones,100 m²,92 m²,2,2,1ª,N/A,Más de 50 años,En buen estado,4529080-000002,Tarima flotante,,N/A,N/A,N/A,Sureste,,,N/A,PVC,,Frío y calor,,,,,,,N/A,,,,,,,,N/A,N/A,,,,,,,,,,
Estudio en Plaza de los Carros,LUXURY RENTALS MADRID,46 €/m²,2.100 €/mes,45 m²,28079,https://www.pisos.com/alquilar/estudio-centro_palacio28005-49185589333_529080/,2025-01-02,Error al procesar consumo,Error al procesar emisiones,45 m²,39 m²,1,1,Bajo,N/A,Entre 20 y 30 años,En buen estado,4529080-LRM-LATINA-III,Tarima flotante,,N/A,N/A,N/A,Sureste,,1,N/A,Aluminio,,Frío y calor,,,,,,,N/A,,,,,,,,N/A,N/A,,,,,,,,,,
Piso en calle del Doctor Fléming,EL VISO INMOBILIARIA,17 €/m²,2.800 €/mes,157 m²,28079,https://www.pisos.com/alquilar/piso-chamartin_hispanoamerica28036-47589744956_100500/,2024-11-27,Error al procesar consumo,Error al procesar emisiones,157 m²,140 m²,4,3,9ª,N/A,Más de 50 años,En buen estado,SA92-106781/EV,Mármol,Central,Cocina amueblada,,,Este,,1,N/A,,,,,,,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
Piso en calle de Moreno Nieto,BRAINVER R S,20 €/m²,1.200 €/mes,60 m²,28079,https://www.pisos.com/alquilar/piso-imperial28005-20041996024_109200/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,60 m²,50 m²,1,1,3ª,,,En buen estado,4519513-AVM114,,Eléctrica,N/A,,,Sureste,,1,,,,Frío,,1,,,,,N/A,,,,,,,,,,N/A,Muy luminoso,,,,,,,,
Piso en calle de Lope de Rueda,INTOPIA INMOBILIARIA,56 €/m²,3.200 €/mes,57 m²,28079,https://www.pisos.com/alquilar/piso-goya28009-49183841731_528973/,2024-11-26,Error al procesar consumo,Error al procesar emisiones,57 m²,50 m²,2,2,6ª,N/A,Más de 50 años,Reformado,4528973-000002,Tarima maciza,Gas natural,Equipada,Casa amueblada,,Este,,1,,Madera,,Frío y calor,,,,N/A,N/A,,N/A,,N/A,,,,,,N/A,N/A,,,Entre 20 y 40 €,,,,,,,
"Apartamento en calle de Maldonado, 64",LUXURY RENTALS MADRID,36 €/m²,3.600 €/mes,98 m²,28079,https://www.pisos.com/alquilar/apartamento-lista_barrio28006-49246696869_529080/,2025-01-02,Error al procesar consumo,Error al procesar emisiones,98 m²,76 m²,2,2,3ª,N/A,Entre 5 y 10 años,En buen estado,4529080-LRM-MALDONADO-I,Parquet,Gas natural,N/A,N/A,N/A,Noreste,N/A,Más de 2,N/A,Aluminio,,Frío y calor,,,,N/A,N/A,,N/A,,,,,,,,N/A,N/A,,,,,,,,,,
Piso en calle de Goya,EL VISO INMOBILIARIA,21 €/m²,2.600 €/mes,120 m²,28079,https://www.pisos.com/alquilar/piso-goya28009-41703981733_100500/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,120 m²,90 m²,2,2,4ª,N/A,Más de 50 años,A estrenar,SA92-106717/EV,Tarima flotante,Gas natural,Cocina amueblada,,,Norte,,1,N/A,,,Frío,,,,,,N/A,N/A,,,,,,,N/A,N/A,,,,,,,,,,,
"Dúplex en calle de Max Aub, 5",FOR YOU RENTALS,23 €/m²,4.200 €,180 m²,28079,https://www.pisos.com/alquilar/duplex-chamberi_almagro28003-39191654458_527206/,2025-02-11,"B, B","B, B",180 m²,180 m²,4,2,7ª,N/A,Entre 30 y 50 años,Reformado,4527206-MAU5,Parquet,Bomba de calor,Equipada,N/A,Lavadora y secadora,Oeste,,Más de 2,,,,Frío y calor,,,,,,,N/A,,N/A,,,,,N/A,N/A,,N/A,,,,,,,,,
Estudio en Avenida del Juncal,STAY MANAGEMENT,22 €/m²,1.450 €/mes,64 m²,28134,https://www.pisos.com/alquilar/estudio-vega_de_la_moraleja-51691538719_100500/,2025-02-07,"E, D","E, D",64 m²,60 m²,,1,10ª,N/A,,Reformado,sa1278-SeasonalJuncal508-A,,,Cocina amueblada,,,,,,,,,Frío,,,,,,,N/A,,,,Comunitaria,,,,N/A,,,,,,,,,,,
"Apartamento en calle de la Santísima Trinidad, 19",FOR YOU RENTALS,24 €/m²,2.100 €,87 m²,28079,https://www.pisos.com/alquilar/apartamento-chamberi_almagro28010-40846279329_527206/,2025-02-11,"B, B","B, B",87 m²,87 m²,1,1,8ª,N/A,Más de 50 años,Reformado,4527206-TRI19,Parquet,Eléctrica,Americana,N/A,,Oeste,,,,,,Frío y calor,,,,,,,N/A,,,,,,,,N/A,,,,,,,,,,,
Piso en calle del Gobernador,GLOBAL PROPERTIES MADRID,24 €/m²,2.200 €/mes,90 m²,28079,https://www.pisos.com/alquilar/piso-cortes_huertas28014-51712783970_528990/,2025-02-04,"A, A","A, A",90 m²,70 m²,2,1,4ª,N/A,Entre 5 y 10 años,En buen estado,4528990-Lou,,Gas natural,Moderna y equipada con electrodomésticos,Para 7 personas,,,,,,,,Frío y calor,,,,,,,N/A,,Amplia,N/A,,,,,N/A,,N/A,,,,,,,,,
"Apartamento en Paseo de la Castellana, 266",LUXURY RENTALS MADRID,37 €/m²,2.700 €/mes,72 m²,28079,https://www.pisos.com/alquilar/apartamento-castilla28046-49177989858_529080/,2025-01-02,Error al procesar consumo,Error al procesar emisiones,72 m²,65 m²,1,1,7ª,N/A,Entre 20 y 30 años,En buen estado,4529080-1,Parquet,Eléctrica,N/A,N/A,N/A,Noreste,,1,N/A,Aluminio,,Frío y calor,,,,,,,N/A,,,,Comunitaria,N/A,,,N/A,N/A,,,,,,,,,,
"Apartamento en Plaza de la Marina Española, 7",LUXURY RENTALS MADRID,25 €/m²,4.200 €/mes,168 m²,28079,https://www.pisos.com/alquilar/apartamento-centro_palacio28013-50064137784_529080/,2025-01-02,Error al procesar consumo,Error al procesar emisiones,168 m²,144 m²,2,2,Bajo,N/A,Más de 50 años,En buen estado,4529080-LRM-BAILEN-PALACIO-REAL,Tarima flotante,Gas natural,N/A,N/A,N/A,Noroeste,,Más de 2,N/A,Aluminio,,Frío,,,,,,,En entreplanta,,,,,,,,N/A,N/A,,,,,,,,,,
