nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Superficie solar,Habitaciones,Baños,Conservación,Referencia,Calefacción,Cocina equipada,Terraza,Orientación,Urbanizado,Calle alumbrada,Calle asfaltada,Planta,Exterior,Antigüedad,Carpintería interior,Tipo suelo,Vidrios dobles,Carpintería exterior,Aire acondicionado,Comedor,Garaje,Trastero,Portero automático,Puerta blindada,Ascensor,Adaptado a personas con movilidad reducida,Soleado,Gastos de comunidad,Amueblado,Armarios empotrados,Gas,Lavadero,Se aceptan mascotas,Sistema de seguridad,Balcón,Tipo de casa,Teléfono,Chimenea,Jardín,Piscina,Agua,Luz,Interior
Piso en Carrer de la Caça,INSTAL·LA`T,1.882 €/m²,160.000 €,85 m²,https://www.pisos.com/comprar/piso-sant_fruitos_de_bages_centro_urbano-46728250550_520901/,Anuncio actualizado el 15/01/2025,"E, E","E, E",bages (BCN),85 m²,75 m²,,3,1,En buen estado,4520901-APIALIA 10200,Eléctrica,N/A,N/A,,,,,Principal,N/A,Entre 30 y 50 años,,Gres,N/A,Aluminio,,N/A,2,N/A,,,,,N/A,,,,,,,,N/A,,,,,,,,
Casa pareada en Carrer Raval de Manresa,"FINQUES MAJES 2000, S.L.",600 €/m²,119.500 €,199 m²,https://www.pisos.com/comprar/casa_pareada-font_dels_capellans_guix_viladordis08254-50056939123_501506/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),199 m²,188 m²,,4,2,A reformar,501506-V6845,,"10,2 m²",12 m²,,,N/A,N/A,,,Más de 50 años,Sapelly,Gres,,Madera,,"21,7 m²",,,,,,,,,,2,,2 m²,,,,Pareada,,,,,,,
Casa en Sallent,FINQUES PUJOL,413 €/m²,95.000 €,230 m²,https://www.pisos.com/comprar/casa-sallent_centro_urbano-48394921598_500010/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),230 m²,210 m²,,4,1,A reformar,500010-000804,Gas natural,N/A,N/A,Sur,,,,,,Más de 50 años,,Gres,,Madera,,N/A,,,,,,,,,,Más de 2,N/A,N/A,,,,,,,,,,,
Piso en Valldaura,"VicMoBa, S.L",1.860 €/m²,174.900 €,94 m²,https://www.pisos.com/comprar/piso-valldaura08241-50089299989_100500/,Anuncio actualizado el 05/02/2025,"G, E","G, E",bages (BCN),94 m²,78 m²,,3,2,,SA3706-VMB-BSN2965/3498,Eléctrica,,,Suroeste,,,,1ª,,Entre 20 y 30 años,,Gres,,,,,,,,N/A,N/A,,,,,,,,,,N/A,,,,,,N/A,,
Piso en Ctra. de Vic-Remei,Estudi Manresa Slu,1.339 €/m²,150.000 €,112 m²,https://www.pisos.com/comprar/piso-ctra_de_vic_remei08243-51679406388_100200/,Anuncio actualizado el 17/02/2025,"E, E","E, E",bages (BCN),112 m²,,,5,1,En buen estado,TC1130-609768,,,,,,,,,,Más de 50 años,,Parquet,,,N/A,,,,,,N/A,,,,,,,,,,N/A,,,,,,,,
Piso en Carrer de Joan XXIII,FS FINQUES,2.092 €/m²,159.000 €,76 m²,https://www.pisos.com/comprar/piso-santpedor_centro_urbano-51762349720_100500/,Anuncio actualizado el 04/02/2025,"D, E","D, E",bages (BCN),76 m²,59 m²,,2,1,,SA411-R1021/4962,N/A,,,,,,,1ª,,Entre 20 y 30 años,,Gres,,,N/A,,,N/A,,,N/A,,,,,,,,,,N/A,,N/A,,,,N/A,,
Chalet en Castellbell i el Vilar,AtipicFinques,2.191 €/m²,263.000 €,120 m²,https://www.pisos.com/comprar/chalet-castellbell_i_el_vilar_centro_urbano-48387738030_101800/,Anuncio actualizado el 05/02/2025,"A, B","A, B",bages (BCN),120 m²,,815 m²,4,2,,IF76888-CRG - 041,Central,N/A,,,,,,,,Entre 10 y 20 años,,,,,,,,,,,,,,,N/A,,,,,N/A,,,,,,,,,
Piso en Can Gomis,MACROFINCAS S.L,1.871 €/m²,127.260 €,68 m²,https://www.pisos.com/comprar/piso-monistrol_de_montserrat_centro_urbano-35011282422_100500/,Anuncio actualizado el 08/02/2025,"F, E","F, E",bages (BCN),68 m²,60 m²,,3,1,,SA565-MCE5645AH/1454,,,,,,,,2ª,,Entre 20 y 30 años,,Gres,,,,,,,,N/A,,,,,,,,,,,,,,,,Comunitaria,N/A,,
Casa en Carrer Joan Alavedra,Engel & Völkers MMC Barcelona,1.282 €/m²,440.000 €,343 m²,https://www.pisos.com/comprar/casa-mura_centro_urbano-37513728208_101800/,Anuncio actualizado el 25/10/2024,"E, E","E, E",bages (BCN),343 m²,,224 m²,4,3,,IF76306-I-00XHR9-W-02RMBN,Central,N/A,N/A,A la montaña,,,,,,Más de 50 años,,,,,,,1,,,,,,,,,1,,,,,,,,,Privado,Propia,,,
Casa en Sant Fruitos del Bages,"VicMoBa, S.L",1.425 €/m²,399.000 €,280 m²,https://www.pisos.com/comprar/casa-sant_fruitos_de_bages_centro_urbano-50077515048_100500/,Anuncio actualizado el 05/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),280 m²,180 m²,,7,3,,SA3706-VMB-LM10078/3498,,,N/A,,,,,,,Más de 50 años,,Parquet,,,N/A,,1,,,,,,,,,,,,,,,,,,,,,,
Piso en Ctra. de Santpedor-Bases de Manresa,Estudi Manresa Slu,1.268 €/m²,260.000 €,205 m²,https://www.pisos.com/comprar/piso-ctra_de_santpedor_bases_de_manresa08243-42596563491_100200/,Anuncio actualizado el 30/01/2025,"C, C","C, C",bages (BCN),205 m²,,,2,2,En buen estado,TC1130-575026,Central,,,,,,,,,Más de 50 años,,,,,,,1,,,,,,,,,,,,,,N/A,,,,,,,,
Casa en Sant Salvador de Guardiola,Engel & Völkers MMC Barcelona,968 €/m²,547.000 €,565 m²,https://www.pisos.com/comprar/casa-sant_salvador_de_guardiola_centro_urbano-51733912511_101800/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),565 m²,,6.766 m²,8,4,,IF76306-I-00Z1C4-W-02YL31,Central,,N/A,,,,,,,Entre 20 y 30 años,,,,,,,1,,,,,,,,,,,,,,,,,,Privado,Propia,,,
Casa en Carrer de la Baixada a la Riera,INSTAL·LA`T,963 €/m²,265.000 €,275 m²,https://www.pisos.com/comprar/casa-navarcles_centro_urbano-43356856196_520901/,Anuncio actualizado el 29/05/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),275 m²,230 m²,143 m²,5,3,En buen estado,4520901-APIALIA 9758,Gas natural,N/A,N/A,,,,,,,Entre 20 y 30 años,,,,,Frío y calor,N/A,,,,,,,,,,,N/A,,,,,,,N/A,,,,,
Dúplex en Carretera de Santpedor,INSTAL·LA`T,1.845 €/m²,155.000 €,84 m²,https://www.pisos.com/comprar/duplex-ctra_de_santpedor_bases_de_manresa08243-50027479930_520901/,Anuncio actualizado el 04/02/2025,"G, G","G, G",bages (BCN),84 m²,72 m²,,1,1,En buen estado,4520901-APIALIA 12667,,,,,,,,3ª,N/A,Entre 5 y 10 años,,Gres,N/A,Aluminio,,,1,,,,N/A,,N/A,,,,,,,,N/A,,,,,,,,
Piso en Navas,SAM GRUPO M,1.506 €/m²,110.000 €,73 m²,https://www.pisos.com/comprar/piso-navas_centro_urbano-44195175804_100500/,Anuncio actualizado el 24/07/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),73 m²,62 m²,,2,1,,SA4980-NAV_02/10877,N/A,,N/A,,,,,2ª,,,,,,,,,,,,,N/A,,,,,,,,,,N/A,,,,,,N/A,,
Casa en Sant Vicenç de Castellet,Engel & Völkers MMC Barcelona,1.028 €/m²,360.000 €,350 m²,https://www.pisos.com/comprar/casa-sant_vicenc_de_castellet_centro_urbano-50845655117_101800/,Anuncio actualizado el 27/01/2025,"E, E","E, E",bages (BCN),350 m²,,50 m²,5,4,,IF76306-I-00YXCQ-W-02X3LY,Central,,N/A,,,,,,,,,,,,,,1,,,,,,,,N/A,1,,,,,,,,,,,,,
Piso en Carrer dels Ducs de Cardona,Aliseda Inmobiliaria,1.380 €/m²,197.400 €,143 m²,https://www.pisos.com/comprar/piso-cardona_centro_urbano-42574616336_109700/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),143 m²,,,3,2,A estrenar,AS1-1448,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,N/A,,,,,,,,
Casa en calle Canserra,LONBAR SL,178 €/m²,39.000 €,218 m²,https://www.pisos.com/comprar/casa-avinyo_centro_urbano-49264061227_529048/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),218 m²,168 m²,64 m²,4,2,A reformar,4529048-Casa de pueblo en Avinyó,,,,,,,,,,Más de 50 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Ctra. de Vic-Remei,Estudi Manresa Slu,1.031 €/m²,99.000 €,96 m²,https://www.pisos.com/comprar/piso-ctra_de_vic_remei08241-51755151060_100200/,Anuncio actualizado el 18/02/2025,"G, G","G, G",bages (BCN),96 m²,,,3,1,En buen estado,TC1130-610270,N/A,N/A,,,,,,,,Más de 50 años,,,,,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,,
Piso en Carrer de la Llibertat,LES CLAUS DE SANT VICENÇ,1.641 €/m²,91.928 €,56 m²,https://www.pisos.com/comprar/piso-sant_vicenc_de_castellet_centro_urbano-5179222335_109700/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),56 m²,,,2,,A estrenar,1097-21766693,,,,,,,,Bajo,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
Ático en Barri Antic,Engel & Völkers MMC Barcelona,1.305 €/m²,295.000 €,226 m²,https://www.pisos.com/comprar/atico-barri_antic-45095230411_101800/,Anuncio actualizado el 14/01/2025,"G, E","G, E",bages (BCN),226 m²,,,7,2,,IF76306-I-00YCX0-W-02VOEB,Central,,,,,,,,,Más de 50 años,,,,,,,1,,,,N/A,,,,,,,,,,,,,,,,,,
Piso en Passatge del Puig,INSTAL·LA`T,1.220 €/m²,105.000 €,86 m²,https://www.pisos.com/comprar/piso-escodines08241-51669813802_520901/,Anuncio actualizado el 18/02/2025,"D, D","D, D",bages (BCN),86 m²,76 m²,,2,1,En buen estado,4520901-020047,Gas natural,Office,,,,,,Bajo,N/A,Entre 20 y 30 años,,Gres,N/A,,,N/A,,,,,N/A,,,,,,,N/A,,,,,,,,,,,
"Chalet en Carrer de les Agulles, 141",IAD ESPAÑA,1.245 €/m²,380.000 €,305 m²,https://www.pisos.com/comprar/chalet-castellbell_i_el_vilar_centro_urbano-50014196411_108700/,Anuncio actualizado el 31/01/2025,"E, E","E, E",bages (BCN),305 m²,305 m²,2.779 m²,4,2,,UVC882-30154,N/A,,N/A,,,,,,,Entre 20 y 30 años,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,
Piso en Carrer del Priorat,Aliseda Inmobiliaria,927 €/m²,90.000 €,97 m²,https://www.pisos.com/comprar/piso-manresa_sagrada_familia08243-48354796519_105900/,Anuncio actualizado el 21/12/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),97 m²,,,4,1,,AN1-ANT00030665719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Sant Joan de Vilatorrada,B.C. GESTIONS,760 €/m²,70.000 €,92 m²,https://www.pisos.com/comprar/piso-sant_joan_de_vilatorrada_centro_urbano-49176913119_106700/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),92 m²,78 m²,,2,1,,IFC76360-FRRE-01104,,,,,,,,,,Más de 50 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ático en Carrer de Sant Joan d'en Coll,INSTAL·LA`T,2.267 €/m²,147.400 €,65 m²,https://www.pisos.com/comprar/atico-manresa_sagrada_familia08243-51746955635_520901/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),65 m²,60 m²,,3,1,En buen estado,4520901-APIALIA 1969,Gas natural,N/A,N/A,,,,,7ª,N/A,Más de 50 años,,Parquet,N/A,Aluminio,,N/A,,,,,N/A,,,,,,N/A,,,,,,,,,,,,
Piso en Plaça de la Vila,INSTAL·LA`T,1.505 €/m²,140.000 €,93 m²,https://www.pisos.com/comprar/piso-navarcles_centro_urbano-49252974956_520901/,Anuncio actualizado el 15/01/2025,"E, E","E, E",bages (BCN),93 m²,90 m²,,3,1,En buen estado,4520901-APIALIA 10246,Eléctrica,N/A,,,,,,1ª,N/A,Más de 50 años,,Parquet,N/A,Aluminio,Frío y calor,N/A,1,,,,,,N/A,,,,,,,,N/A,,,,,,,,
Piso en Carrer de Còrsega,INSTAL·LA`T,1.343 €/m²,159.900 €,119 m²,https://www.pisos.com/comprar/piso-sant_vicenc_de_castellet_centro_urbano-44191961508_520901/,Anuncio actualizado el 28/10/2024,"E, E","E, E",bages (BCN),119 m²,95 m²,,4,1,En buen estado,4520901-APIALIA A0100,,N/A,,,,,,Bajo,N/A,Entre 30 y 50 años,,Gres,N/A,Aluminio,Frío y calor,N/A,,,,,,,N/A,,,,,N/A,,,,,,,,,,,
Apartamento en Centre-Passeig i Rodalies,Engel & Völkers MMC Barcelona,1.319 €/m²,285.000 €,216 m²,https://www.pisos.com/comprar/apartamento-centre_passeig_i_rodalies08242-45017788828_101800/,Anuncio actualizado el 18/09/2024,"D, D","D, D",bages (BCN),216 m²,,,4,2,,IF76306-I-00YBMG-W-02V7IO,Central,,N/A,,,,,1ª,,Más de 50 años,,,,,,,1,,,,N/A,,,,,,,,,,,,,,,,,,
"Piso en Carrer de l'Espígol, nº -",ALTAMIRA,Error al procesar precio m²,A consultar,83 m²,https://www.pisos.com/comprar/piso-congost_santa_caterina_els_comtals08243-35084600859_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),83 m²,83 m²,,3,1,,AM9-2061##02003522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Circumval·lació,INSTAL·LA`T,1.346 €/m²,149.500 €,111 m²,https://www.pisos.com/comprar/piso-centre_passeig_i_rodalies08242-43339307511_520901/,Anuncio actualizado el 06/08/2024,"E, E","E, E",bages (BCN),111 m²,95 m²,,4,2,En buen estado,4520901-00335,,N/A,,,,,,3ª,N/A,Entre 30 y 50 años,,Terrazo,,,,N/A,,,,,N/A,,N/A,,,,,N/A,,,N/A,,,,,,,,
Casa en Castellgalí,Engel & Völkers MMC Barcelona,631 €/m²,549.000 €,869 m²,https://www.pisos.com/comprar/casa-castellgali_centro_urbano-47508457096_101800/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),869 m²,,742 m²,4,2,,IF76306-I-00YN3W-W-02X4QW,Central,N/A,,,,,,,,Más de 50 años,,,,,,,1,,,,,,,,,,,,,,,,,,Privado,,,,
Casa rústica en calle Masía Mas Gomis,Engel & Völkers MMC Barcelona,676 €/m²,1.200.000 €,1.774 m²,https://www.pisos.com/comprar/casa_rustica-avinyo_centro_urbano-45097103767_101800/,Anuncio actualizado el 21/06/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),1.774 m²,,800.000 m²,9,3,,IF76306-I-00SXLI-W-02EM6P,,,N/A,,,,,,,Más de 50 años,,,,,,,,,,,,,,,,,,,,,,Rústica,,,Privado,,,,
Casa rústica en Castellbell i el Vilar,Engel & Völkers MMC Barcelona,1.360 €/m²,585.000 €,430 m²,https://www.pisos.com/comprar/casa_rustica-castellbell_i_el_vilar_centro_urbano-49249466543_101800/,Anuncio actualizado el 20/11/2024,"D, E","D, E",bages (BCN),430 m²,,910 m²,6,3,,IF76306-I-00YTWH-W-02XG5F,Central,N/A,N/A,,,,,,,Entre 30 y 50 años,,,,,,,1,N/A,,,,,,,N/A,1,,,,,,Rústica,,,Privado,,,,
Casa en Carrer Julia Fuchs,HELLOFINCA.,558 €/m²,125.000 €,224 m²,https://www.pisos.com/comprar/casa-monistrol_de_montserrat_centro_urbano-50921112127_527713/,Anuncio actualizado el 24/01/2025,"F, E","F, E",bages (BCN),224 m²,120 m²,,7,2,En buen estado,4527713-000051,Gas natural,N/A,N/A,Sureste,N/A,N/A,N/A,,,Más de 50 años,,Gres,,Aluminio,,N/A,,,,,,,,,N/A,Más de 2,,N/A,N/A,,,,,,Privado,,,,
Casa en Marganell,Engel & Völkers MMC Barcelona,488 €/m²,450.000 €,922 m²,https://www.pisos.com/comprar/casa-marganell_centro_urbano08298-42512016886_101800/,Anuncio actualizado el 21/05/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),922 m²,,1.811 m²,7,4,,IF76306-I-00TZLM-W-02JQ0T,Central,N/A,,,,,,,,Más de 50 años,,,,,,,,,,,,,,,,,,,,,,,,,Privado,,,,
Casa en Font dels Capellans-Guix-Viladordis,FINQUES PUJOL,1.125 €/m²,135.000 €,120 m²,https://www.pisos.com/comprar/casa-font_dels_capellans_guix_viladordis08243-48343886888_500010/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),120 m²,110 m²,,3,1,En buen estado,500010-000806,Gasoil,N/A,N/A,Sur,N/A,N/A,N/A,,,Entre 10 y 20 años,,Gres,N/A,Aluminio,Frío y calor,N/A,1,,,,,N/A,,,,,,N/A,,,,,,,,,,,
Piso en Carrer dels Ducs de Cardona,Aliseda Inmobiliaria,1.380 €/m²,197.400 €,143 m²,https://www.pisos.com/comprar/piso-cardona_centro_urbano-42597410765_109700/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),143 m²,,,3,2,A estrenar,AS1-1448,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,N/A,,,,,,,,
Dúplex en Poble Nou,B.C. GESTIONS,1.650 €/m²,231.100 €,140 m²,https://www.pisos.com/comprar/duplex-manresa_poble_nou-49169515763_106700/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),140 m²,125 m²,,2,1,,IFC76360-sbre-0134682,,,,,,,,,,Entre 10 y 20 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Passatge del Ferrocarril, nº -",ALTAMIRA,Error al procesar precio m²,A consultar,87 m²,https://www.pisos.com/comprar/piso-manresa_poble_nou-35006528025_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),87 m²,87 m²,,3,1,,AM9-2061##02004085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Centre-Passeig i Rodalies,Engel & Völkers MMC Barcelona,1.932 €/m²,315.000 €,163 m²,https://www.pisos.com/comprar/apartamento-centre_passeig_i_rodalies08242-43384666248_101800/,Anuncio actualizado el 12/11/2024,"D, D","D, D",bages (BCN),163 m²,,,5,2,,IF76306-I-00Y6XD-W-02U4OT,Central,,N/A,,,,,3ª,,Entre 30 y 50 años,,,,,,,1,,,,N/A,,,,,,,,,,,,,,,,,,
Casa en Navarcles,Engel & Völkers MMC Barcelona,844 €/m²,299.000 €,354 m²,https://www.pisos.com/comprar/casa-navarcles_centro_urbano-46679004331_101800/,Anuncio actualizado el 30/08/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),354 m²,,,6,2,,IF76306-I-00YK9E-W-02WNP3,Central,,,,,,,,,Entre 30 y 50 años,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer de l'Espígol, nº -",ALTAMIRA,534 €/m²,80.640 €,151 m²,https://www.pisos.com/comprar/piso-congost_santa_caterina_els_comtals08243-39210159985_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),151 m²,110 m²,,3,2,,AM9-2061##02002951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en Carrer de Sant Bartomeu,WEST SIDE,664 €/m²,77.050 €,116 m²,https://www.pisos.com/comprar/duplex-escodines08241-50098877167_100500/,Anuncio actualizado el 13/01/2025,"D, D","D, D",bages (BCN),116 m²,93 m²,,3,1,En buen estado,SA3620-Q0074-186-067-VI2,,Cocina americana,,,,,,Bajo,,Entre 10 y 20 años,,Parquet,,,Frío,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Carrer d'Angel Guimerà,Engel & Völkers MMC Barcelona,1.484 €/m²,245.000 €,165 m²,https://www.pisos.com/comprar/apartamento-centre_passeig_i_rodalies08242-26764648599_101800/,Anuncio actualizado el 08/11/2024,"C, C","C, C",bages (BCN),165 m²,,,4,2,,IF76306-I-00W0DY-W-02PW3R,Central,,,Noroeste,,,,,,Entre 20 y 30 años,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,
Apartamento en Cardona,Engel & Völkers MMC Barcelona,8.727 €/m²,960.000 €,110 m²,https://www.pisos.com/comprar/apartamento-cardona_centro_urbano-12520824905_101800/,Anuncio actualizado el 30/01/2025,"E, E","E, E",bages (BCN),110 m²,,,5,2,,IF76306-I-00UF04-W-02KM2D,Central,N/A,,Suroeste,,,,4ª,,Más de 50 años,,,,,,,,N/A,,,N/A,,,,,1,,,,,,,,,,,,,
Piso en Carrer de Circumval·lació,INSTAL·LA`T,2.526 €/m²,379.000 €,150 m²,https://www.pisos.com/comprar/piso-centre_passeig_i_rodalies08241-42533992473_520901/,Anuncio actualizado el 31/07/2024,"F, E","F, E",bages (BCN),150 m²,128 m²,,5,2,En buen estado,4520901-00331,Gas natural,N/A,N/A,,,,,1ª,N/A,Entre 30 y 50 años,,Gres,N/A,Aluminio,Frío y calor,N/A,Más de 2,N/A,,,,,N/A,,,,N/A,N/A,,,N/A,,,N/A,Privado,Propia,,,
Piso en Zona Escoles,FINQUES PUJOL,1.300 €/m²,130.000 €,100 m²,https://www.pisos.com/comprar/piso-sallent_centro_urbano-795582818_500010/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),100 m²,100 m²,,3,2,En buen estado,500010-000536,N/A,N/A,N/A,,,,,3ª,,,,,,,,N/A,,N/A,,,,,N/A,,,,N/A,N/A,,,N/A,,,,,,N/A,N/A,
Piso en Carrer de Sant Pere,SAM GRUPO M,608 €/m²,42.000 €,69 m²,https://www.pisos.com/comprar/piso-barri_antic-45862898577_100500/,Anuncio actualizado el 08/11/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),69 m²,,,1,1,,SA4980-EXC_SO-435/10877,,,,,,,,Bajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en Carrer de les Alzines,INSTAL·LA`T,2.500 €/m²,210.000 €,84 m²,https://www.pisos.com/comprar/duplex-sant_joan_de_vilatorrada_centro_urbano-50845981157_520901/,Anuncio actualizado el 14/01/2025,"F, E","F, E",bages (BCN),84 m²,74 m²,,3,2,En buen estado,4520901-APIALIA 10272,,N/A,N/A,,,,,3ª,N/A,Entre 10 y 20 años,,,N/A,Aluminio,,N/A,1,N/A,,,N/A,,N/A,,,,,,,,N/A,,,,,,,,
Casa en Cabrianes,FINQUES PUJOL,428 €/m²,96.000 €,224 m²,https://www.pisos.com/comprar/casa-cabrianes-45877624430_500010/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),224 m²,200 m²,,6,3,A reformar,500010-000799,,,,,N/A,N/A,N/A,,,Entre 30 y 50 años,,Terrazo,,,,N/A,1,,,,,,,,,,,N/A,,,,,,,Privado,,,,
Piso en Carrer de Sant Francesc,MONAPART,1.750 €/m²,94.500 €,54 m²,https://www.pisos.com/comprar/piso-barri_antic-38400102351_101800/,Anuncio actualizado el 28/01/2025,"G, F","G, F",bages (BCN),54 m²,,,2,1,,IF76872-AV0077-2230,,N/A,,Norte,,,,,,Entre 20 y 30 años,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,
Casa en Sant Feliu Sasserra,estudivic,600 €/m²,180.000 €,300 m²,https://www.pisos.com/comprar/casa-sant_feliu_sasserra_centro_urbano-1726198194_994602/,Anuncio actualizado el 15/02/2025,"E, D","E, D",bages (BCN),300 m²,172 m²,,5,2,En buen estado,4994602-1329SFS,Eléctrica,N/A,N/A,,N/A,N/A,N/A,,,Más de 50 años,N/A,,,,,N/A,Más de 2,,,,,,,,,,,N/A,,,,,,N/A,,,,,
Piso en Carretera de Santpedor,VITAL IMMOBLES,3.019 €/m²,268.697 €,89 m²,https://www.pisos.com/comprar/piso-ctra_de_santpedor_bases_de_manresa08243-50886375369_512449/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),89 m²,71 m²,,3,2,A estrenar,512449-P1438,N/A,N/A,N/A,Suroeste,,,,3ª,N/A,Menos de 5 años,N/A,N/A,N/A,Aluminio,Frío y calor,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,,N/A,,,N/A,,,,,,N/A
Apartamento en Carrer Major,INSTAL·LA`T,2.291 €/m²,110.000 €,48 m²,https://www.pisos.com/comprar/apartamento-manresa_poble_nou-44187967426_520901/,Anuncio actualizado el 14/02/2025,"E, E","E, E",bages (BCN),48 m²,40 m²,,1,1,En buen estado,4520901-00334,Eléctrica,,N/A,,,,,Bajo,N/A,Entre 10 y 20 años,,Parquet,N/A,Aluminio,,,2,,,,N/A,,N/A,,,,,,,,,,,,,,,,
Casa en Carrer de Sant Joan,MST IMMOBILIÀRIA,1.031 €/m²,230.000 €,223 m²,https://www.pisos.com/comprar/casa-avinyo_centro_urbano-45021743146_997923/,Anuncio actualizado el 19/02/2025,"E, F","E, F",bages (BCN),223 m²,190 m²,,5,3,En buen estado,4997923-1040,Gasoil,N/A,N/A,,N/A,N/A,N/A,,,Entre 30 y 50 años,,Gres,,Madera,,N/A,Más de 2,,,,,,,,,2,,,N/A,,,,N/A,N/A,,,,,
Piso en Passatge del Puig,SAM GRUPO M,1.187 €/m²,95.000 €,80 m²,https://www.pisos.com/comprar/piso-escodines08241-39170983944_100500/,Anuncio actualizado el 14/10/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),80 m²,,,2,1,,SA4980-HMR-123/10877,,,,,,,,1ª,,Entre 20 y 30 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Centre-Passeig i Rodalies,Engel & Völkers MMC Barcelona,1.940 €/m²,260.000 €,134 m²,https://www.pisos.com/comprar/apartamento-centre_passeig_i_rodalies08242-43357381576_101800/,Anuncio actualizado el 10/12/2024,"E, E","E, E",bages (BCN),134 m²,,,3,2,,IF76306-I-00Y63A-W-02VJQK,Central,,,,,,,4ª,,,,,,,,,1,,,,N/A,,,,,,,,,,,,,,,,,,
Ático en Súria,Engel & Völkers MMC Barcelona,1.211 €/m²,195.000 €,161 m²,https://www.pisos.com/comprar/atico-suria_centro_urbano-40901356226_101800/,Anuncio actualizado el 17/02/2025,"E, E","E, E",bages (BCN),161 m²,,,3,2,,IF76306-I-00XW4W-W-02UD44,Central,,N/A,A la montaña,,,,4ª,,Entre 20 y 30 años,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,
Piso en Carrer de Pompeu Fabra,INSTAL·LA`T,1.736 €/m²,165.000 €,95 m²,https://www.pisos.com/comprar/piso-centre_passeig_i_rodalies08242-45000688883_520901/,Anuncio actualizado el 02/07/2024,"E, E","E, E",bages (BCN),95 m²,75 m²,,4,2,En buen estado,4520901-APIALIA 17789,Gas natural,N/A,,,,,,1ª,N/A,Más de 50 años,,,,Aluminio,Frío y calor,N/A,,,,,N/A,,N/A,,,,N/A,N/A,,,N/A,,,,,,,,
