nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Habitaciones,Baños,Planta,Antigüedad,Referencia,Ascensor,Calefacción,Superficie útil,Exterior,Conservación,Gastos de comunidad,Tipo suelo,Carpintería exterior,Aire acondicionado,Cocina equipada,Comedor,Portero automático,Orientación,Soleado,Trastero,Balcón,Terraza,Se aceptan mascotas,Armarios empotrados,Carpintería interior,Vidrios dobles,Teléfono,Garaje,Puerta blindada,Sistema de seguridad,Adaptado a personas con movilidad reducida,Jardín,Lavadero,Piscina,Interior,Amueblado,Chimenea,Agua,Superficie solar,Gas,Luz,Tipo de casa,Urbanizado,Calle alumbrada,Calle asfaltada
Piso en Avinguda Diagonal,WALTER HAUS,19.800 €/m²,4.950.000 €,250 m²,https://www.pisos.com/comprar/piso-sant_gervasi_galvany08021-48397478910_101800/,Anuncio actualizado el 17/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),250 m²,4,4,1ª,,IF7349-4938V,N/A,Central,,,,,,,,N/A,,,,,,,,,1,,,,,,,,,N/A,,,N/A,,,,,,,,,
Ático en Carrer Nou de la Rambla,SINGULAR PROPERTIES,7.883 €/m²,339.000 €,43 m²,https://www.pisos.com/comprar/atico-el_raval08001-44197413204_100500/,Anuncio actualizado el 19/02/2025,"E, E","E, E",barcelona_capital (BCN),43 m²,1,1,4ª,Más de 50 años,SA2030-SP457KA/2237,,Eléctrica,,,,,,,N/A,,,,Sureste,,,N/A,N/A,,1,,,,,,,,,,,,,,,,,,,,,
Piso en Dreta de L´Eixample,DCANO Real Estate Agency,8.823 €/m²,1.050.000 €,119 m²,https://www.pisos.com/comprar/piso-la_dreta_de_eixample08010-51722288153_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),119 m²,3,2,7ª,Menos de 5 años,SA5856-DC160/9085,N/A,N/A,95 m²,,,,Parquet,,N/A,,,,Sureste,,N/A,N/A,N/A,,1,,,N/A,,N/A,N/A,,,,,,N/A,,N/A,,,,,,,
Piso en La Dreta de l'Eixample,Engel & Völkers MMC Barcelona,7.537 €/m²,995.000 €,132 m²,https://www.pisos.com/comprar/piso-la_dreta_de_eixample08025-4969669137_109700/,Anuncio actualizado el 04/12/2024,"E, E","E, E",barcelona_capital (BCN),132 m²,3,2,,,IF76306-D-000IAD,,,,,A estrenar,,,,Frío y calor,N/A,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
Piso en Les Corts,LA CASA AGENCY PUNT POBLE SEC REAL ESTATE,5.317 €/m²,335.000 €,63 m²,https://www.pisos.com/comprar/piso-les_corts_barrio08028-51704220812_101800/,Anuncio actualizado el 18/02/2025,"E, E","E, E",barcelona_capital (BCN),63 m²,2,1,2ª,Más de 50 años,IF77106-LCB35060-1,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer de la Metal·lúrgia, 34",SAM GRUPO M,Error al procesar precio m²,352.900 €,2,https://www.pisos.com/comprar/piso-la_marina_del_prat_vermell_zona_franca_port08038-5105999264_109700/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),,2,2,5ª,,SA4980-21698253,N/A,,,,A estrenar,,Parquet,,Frío y calor,N/A,,,,,N/A,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,,
Piso en L'Antiga Esquerra de l'Eixample,"PISOS UNIVERSITAT MAR, S.L.",5.714 €/m²,760.000 €,133 m²,https://www.pisos.com/comprar/piso-antiga_esquerra_de_eixample08011-50851569547_100200/,Anuncio actualizado el 16/01/2025,"E, E","E, E",barcelona_capital (BCN),133 m²,5,2,1ª,Más de 50 años,TC332-606298,N/A,Central,,,En buen estado,,,,N/A,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Avinguda de Borbó,LA CASA AGENCY PUNT POBLE SEC REAL ESTATE,3.019 €/m²,459.000 €,152 m²,https://www.pisos.com/comprar/piso-vilapicina_la_torre_llobeta08016-51723228817_101800/,Anuncio actualizado el 10/02/2025,"G, G","G, G",barcelona_capital (BCN),152 m²,4,2,1ª,Más de 50 años,IF77106-LCB34823-1,N/A,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Caire,FINCADOR,6.966 €/m²,209.000 €,30 m²,https://www.pisos.com/comprar/piso-el_putxet_el_farro08023-47543974064_995255/,Anuncio actualizado el 20/02/2025,"E, E","E, E",barcelona_capital (BCN),30 m²,1,1,1ª,Más de 50 años,4995255-1091,N/A,Central,29 m²,N/A,A estrenar,,Parquet,PVC,Frío y calor,N/A,,,,,,,,,,N/A,N/A,,,N/A,N/A,,,,,,,,,,N/A,,,,,
Piso en Carrer de València,WALTER HAUS,9.677 €/m²,1.200.000 €,124 m²,https://www.pisos.com/comprar/piso-la_dreta_de_eixample08009-50076002558_101800/,Anuncio actualizado el 17/01/2025,"G, F","G, F",barcelona_capital (BCN),124 m²,3,2,1ª,,IF7349-4982V,N/A,Central,,,,,,,,N/A,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Piso en Riera de Can Toda,"Punt Sagrada Família, S.L.",4.687 €/m²,375.000 €,80 m²,https://www.pisos.com/comprar/piso-gracia_la_salut08024-49266203438_103700/,Anuncio actualizado el 17/02/2025,"D, D","D, D",barcelona_capital (BCN),80 m²,2,2,,Entre 20 y 30 años,BLU5-LCB33522,N/A,N/A,71 m²,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Llull,GRUP BALSELLS,5.048 €/m²,525.000 €,104 m²,https://www.pisos.com/comprar/piso-diagonal_mar_el_front_maritim_del_poblenou08019-49214517619_528547/,Anuncio actualizado el 07/02/2025,"D, D","D, D",barcelona_capital (BCN),104 m²,3,2,7ª,Entre 10 y 20 años,4528547-BZ-LLULL,3,,85 m²,N/A,En buen estado,,Parquet,Aluminio,Frío y calor,Independiente,N/A,N/A,Este,N/A,,,N/A,,Más de 2,Lacado,Climalit,,1,N/A,Vigilancia 24h,N/A,Comunitario,N/A,Comunitaria,,,,,,,,,,,
Ático en Avinguda del Paral·lel,Assessors Dupre I Fernandez,6.812 €/m²,545.000 €,80 m²,https://www.pisos.com/comprar/atico-el_poble_sec08004-51682488042_100500/,Anuncio actualizado el 14/02/2025,"E, E","E, E",barcelona_capital (BCN),80 m²,2,1,7ª,Más de 50 años,SA5063-BCN-000200/11035,N/A,Gas natural,72 m²,,,,Gres,,N/A,,,,Este,,,,,,1,,,N/A,,N/A,,,,,,,N/A,,N/A,,,,,,,
Chalet en Vallvidrera-El Tibidabo-Les Planes,WALTER HAUS,4.885 €/m²,2.550.000 €,522 m²,https://www.pisos.com/comprar/chalet-vallvidrera_el_tibidabo_les_planes08017-50080029342_101800/,Anuncio actualizado el 17/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),522 m²,6,6,,,IF7349-5057V,,Central,,,,,,,,N/A,,,,,,,N/A,,1,,,,1,,,,Privado,N/A,Propia,,,,,1.001 m²,,,,,,
Piso en Carrer de València,HORIZON INMOBILIARIA BARCELONA,5.306 €/m²,780.000 €,147 m²,https://www.pisos.com/comprar/piso-antiga_esquerra_de_eixample08011-51738292236_524526/,Anuncio actualizado el 18/02/2025,"E, E","E, E",barcelona_capital (BCN),147 m²,3,2,1ª,Más de 50 años,4524526-HIB-VALENCIA,N/A,Gas natural,131 m²,N/A,Reformado,,Parquet,PVC,Frío y calor,N/A,N/A,N/A,Sureste,,,N/A,,N/A,2,N/A,N/A,,1,N/A,,,,N/A,,N/A,,,,,N/A,,,,,
Apartamento en El Raval,Engel & Völkers MMC Barcelona,6.147 €/m²,375.000 €,61 m²,https://www.pisos.com/comprar/apartamento-el_raval08001-45873196135_101800/,Anuncio actualizado el 11/02/2025,"C, C","C, C",barcelona_capital (BCN),61 m²,2,1,3ª,Más de 50 años,IF76306-I-00YF95-W-02WEOE,N/A,Central,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en El Raval,Viven Inmobiliaria,3.500 €/m²,280.000 €,80 m²,https://www.pisos.com/comprar/piso-el_raval08001-51691925070_100500/,Anuncio actualizado el 17/02/2025,"G, G","G, G",barcelona_capital (BCN),80 m²,2,1,3ª,Más de 50 años,SA1672-1056/6926,,,75 m²,,,,,,,,,,Norte,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer de Fernando Pessoa, 20",Merce Gomez Marti,4.339 €/m²,473.000 €,109 m²,https://www.pisos.com/comprar/piso-sant_andreu_barrio08030-50854600828_108700/,Anuncio actualizado el 19/02/2025,"B, A","B, A",barcelona_capital (BCN),109 m²,3,2,,Menos de 5 años,UVC91-31695,N/A,N/A,109 m²,,,,,,N/A,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Sant Pere, Santa Caterina I La Ribera",TOLL WOHNEN,6.462 €/m²,529.900 €,82 m²,https://www.pisos.com/comprar/piso-sant_pere_santa_caterina_la_ribera08003-47541871332_108900/,Anuncio actualizado el 07/02/2025,"E, E","E, E",barcelona_capital (BCN),82 m²,2,2,,Más de 50 años,XA861-TWB339,N/A,,78 m²,N/A,,,,,N/A,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,
Piso en El Fort Pienc,Estudi Nou Quadrat D´Or Slu,6.036 €/m²,495.000 €,82 m²,https://www.pisos.com/comprar/piso-el_fort_pienc08013-50011083636_100200/,Anuncio actualizado el 04/02/2025,"E, E","E, E",barcelona_capital (BCN),82 m²,3,1,3ª,Más de 50 años,TC1029-604895,N/A,,,,En buen estado,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Passeig de la Font de la Mulassa,ENTRE SUELOS INMOBILIARIA,5.000 €/m²,1.200.000 €,240 m²,https://www.pisos.com/comprar/casa-la_font_en_fargues08032-50892575076_998007/,Anuncio actualizado el 30/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),240 m²,5,3,,Entre 30 y 50 años,4998007-1113 FONT D´EN FARGUES,,Gas natural,240 m²,,En buen estado,,Gres,Aluminio,,,,,,,,,N/A,,1,,,,,,,,,,,,,N/A,,,,,,,,
Piso en La Nova Esquerra de Leixample,SINGULAR PROPERTIES,4.054 €/m²,750.000 €,185 m²,https://www.pisos.com/comprar/piso-eixample_sant_antoni08015-51725751116_100500/,Anuncio actualizado el 19/02/2025,"D, D","D, D",barcelona_capital (BCN),185 m²,4,2,2ª,Más de 50 años,SA2030-SP122MW/2237,N/A,,,,,,,,,,,,Sur,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,
Ático en Carrer d'Alfons XII,WALTER HAUS,7.641 €/m²,1.490.000 €,195 m²,https://www.pisos.com/comprar/atico-sant_gervasi_galvany08006-48365700566_101800/,Anuncio actualizado el 17/01/2025,"E, E","E, E",barcelona_capital (BCN),195 m²,3,3,8ª,,IF7349-4743V,N/A,Central,,,,,,,,N/A,,,,,,,N/A,,1,,,,,,,,,,,,,,,,,,,,,
Piso en Diagonal Mar/Front Marítim del Poblenou,NOA LUXURY PROPERTIES,12.000 €/m²,1.500.000 €,125 m²,https://www.pisos.com/comprar/piso-diagonal_mar_el_front_maritim_del_poblenou08019-41694052444_100500/,Anuncio actualizado el 16/02/2025,"C, C","C, C",barcelona_capital (BCN),125 m²,3,2,16ª,Entre 10 y 20 años,SA4903-1418/9771,N/A,N/A,97 m²,,,Más de 100 €,Parquet,,N/A,,,,Sur,,N/A,N/A,N/A,,1,,,N/A,1,N/A,N/A,,,,Comunitaria,,N/A,,N/A,,,,,,,
Piso en Lantiga Esquerra de Leixample,TOLL WOHNEN,4.523 €/m²,760.000 €,168 m²,https://www.pisos.com/comprar/piso-antiga_esquerra_de_eixample08011-46698103942_108900/,Anuncio actualizado el 07/02/2025,"E, E","E, E",barcelona_capital (BCN),168 m²,5,2,,Más de 50 años,XA861-TWB325,N/A,,122 m²,,,,,,,,,,,,N/A,,60,,,,N/A,,,,N/A,,,N/A,,,,,,,,,,,,
Apartamento en Avinguda de Gaudí,Engel & Völkers MMC Barcelona,8.750 €/m²,1.050.000 €,120 m²,https://www.pisos.com/comprar/apartamento-la_sagrada_familia08025-36716017414_101800/,Anuncio actualizado el 17/02/2025,"E, E","E, E",barcelona_capital (BCN),120 m²,3,3,1ª,Más de 50 años,IF76306-I-00XCMR-W-02T0L8,N/A,Central,,,,,,,,N/A,,,Sureste,,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,,,
Piso en Carrer de Lepant,SINGULAR PROPERTIES,5.769 €/m²,450.000 €,78 m²,https://www.pisos.com/comprar/piso-la_sagrada_familia08025-51681009858_100500/,Anuncio actualizado el 18/02/2025,"F, E","F, E",barcelona_capital (BCN),78 m²,4,1,4ª,Más de 50 años,SA2030-SP123MT/2237,N/A,N/A,,,,Entre 60 y 80 €,Parquet,,N/A,,,,Norte,,,N/A,,,,,,,,,,,N/A,,,,,,N/A,,,,,,,
Piso en La Nova Esquerra de l'Eixample,"LA NOVA ESQUERRA MAR, S.L.U.",5.238 €/m²,550.000 €,105 m²,https://www.pisos.com/comprar/piso-la_nova_esquerra_de_eixample08015-51718010227_100200/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),105 m²,4,2,4ª,Más de 50 años,TC59-608325,N/A,N/A,,,En buen estado,,,,,,,N/A,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Ático en Carrer de Provença,DCANO Real Estate Agency,18.750 €/m²,4.500.000 €,240 m²,https://www.pisos.com/comprar/atico-la_dreta_de_eixample08008-51670102731_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),240 m²,5,5,5ª,Más de 50 años,SA5856-DC555/9085,N/A,Gas natural,220 m²,,,,Parquet,,N/A,,,,Sureste,,,N/A,N/A,,1,,,N/A,,,N/A,,,,,,N/A,,N/A,,,,,,,
Piso en Ronda del General Mitre,DCANO Real Estate Agency,5.892 €/m²,825.000 €,140 m²,https://www.pisos.com/comprar/piso-sant_gervasi_galvany08006-51732721854_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),140 m²,3,3,1ª,Más de 50 años,SA5856-DC0437/9085,N/A,Gas natural,130 m²,,,,Parquet,,N/A,,,,Sureste,,N/A,N/A,N/A,,1,,,N/A,,,N/A,,,,,,N/A,N/A,N/A,,,,,,,
Dúplex en Carrer de Viladomat,FINCADOR,3.067 €/m²,595.000 €,194 m²,https://www.pisos.com/comprar/duplex-eixample_sant_antoni08015-48333642548_995255/,Anuncio actualizado el 20/02/2025,"D, D","D, D",barcelona_capital (BCN),194 m²,3,4,Bajo,Más de 50 años,4995255-01102401,N/A,Central,175 m²,N/A,En buen estado,,Parquet,PVC,Frío y calor,N/A,N/A,,,,,,,,1,N/A,N/A,,,N/A,N/A,N/A,,N/A,,,N/A,,,,N/A,,,,,
Piso en Carrer de Joan d'Àustria,CORNEX CAPITAL,6.353 €/m²,578.150 €,91 m²,https://www.pisos.com/comprar/piso-sant_marti_el_poblenou08005-44212554717_108900/,Anuncio actualizado el 08/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),91 m²,3,2,3ª,,XA597-JA-3.1,N/A,N/A,76 m²,N/A,En buen estado,,,,N/A,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en La Dreta de l'Eixample,Engel & Völkers MMC Barcelona,6.379 €/m²,370.000 €,58 m²,https://www.pisos.com/comprar/apartamento-la_dreta_de_eixample08013-50082854595_101800/,Anuncio actualizado el 19/02/2025,"E, E","E, E",barcelona_capital (BCN),58 m²,2,1,5ª,,IF76306-I-00YVOX-W-02XMZT,N/A,Central,,,,,,,,N/A,,,,,,,,,,,,,,,,,Privado,N/A,,,N/A,,,,,,,,,
"Piso en Carrer de Fernando Pessoa, 20",Merce Gomez Marti,4.098 €/m²,459.000 €,112 m²,https://www.pisos.com/comprar/piso-sant_andreu_barrio08030-50833610841_108700/,Anuncio actualizado el 19/02/2025,"B, A","B, A",barcelona_capital (BCN),112 m²,2,2,,Menos de 5 años,UVC91-31692,N/A,N/A,112 m²,,,,,,N/A,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
"Casa en Carrer d'Ignasi Iglesias, 42",ESTRENUS,5.555 €/m²,850.000 €,153 m²,https://www.pisos.com/comprar/casa-sant_andreu_barrio08030-5162123878_109700/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),153 m²,3,3,,,4529415-21746370,,,,,A estrenar,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Diagonal Mar/Front Marítim del Poblenou,Konectas.com,3.600 €/m²,360.000 €,100 m²,https://www.pisos.com/comprar/piso-diagonal_mar_el_front_maritim_del_poblenou08019-44184189413_100500/,Anuncio actualizado el 21/01/2025,"E, E","E, E",barcelona_capital (BCN),100 m²,3,2,1ª,Entre 30 y 50 años,SA5251-KON06248/2837,N/A,Central,94 m²,,,Más de 100 €,Gres,,,,N/A,,Sureste,,,N/A,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Carrer de Bergara,BARCINO JURIDIC,5.161 €/m²,800.000 €,155 m²,https://www.pisos.com/comprar/piso-la_dreta_de_eixample08002-38369885364_101800/,Anuncio actualizado el 18/02/2025,"G, F","G, F",barcelona_capital (BCN),155 m²,5,2,1ª,Más de 50 años,IF6819-103 Bergara,N/A,,,,,,,,,,,,Sureste,,,,N/A,,1,,,,,,N/A,,,N/A,,,,,,,,,,,,
Dúplex en Carrer de Finlàndia,Urbane International Real estate,5.760 €/m²,530.000 €,92 m²,https://www.pisos.com/comprar/duplex-sants_montjuic_sants08014-51761289524_109300/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),92 m²,2,2,,,EP974-3781,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,
Piso en Carrer de l'Escorial,BARCINO JURIDIC,5.322 €/m²,479.000 €,90 m²,https://www.pisos.com/comprar/piso-el_camp_en_grassot_gracia_nova08024-47515185363_101800/,Anuncio actualizado el 27/01/2025,"E, E","E, E",barcelona_capital (BCN),90 m²,4,2,7ª,Más de 50 años,IF6819-Escorial - Remei,N/A,Central,,,,,,,,,,,,,,,N/A,,1,,,,,N/A,,,,N/A,,,,,,,,,,,,
Casa en El Congrés-Els Indians,"Inmolledoner, s.l",2.775 €/m²,444.000 €,160 m²,https://www.pisos.com/comprar/casa-el_congres_els_indians08027-46753184994_528050/,Anuncio actualizado el 19/02/2025,"E, E","E, E",barcelona_capital (BCN),160 m²,4,1,,Más de 50 años,4528050-LCB31580-MARAGALL-LUIS,,,80 m²,,En buen estado,,,,,N/A,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Consell de Cent,DE MELO INMOBILIARIA Y NEGOCIOS,4.750 €/m²,760.000 €,160 m²,https://www.pisos.com/comprar/piso-antiga_esquerra_de_eixample08011-44194899079_108900/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),160 m²,5,2,,,XA859-1489,N/A,Gas natural,110 m²,N/A,En buen estado,,,,Frío y calor,N/A,,,Sureste,,N/A,,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,
Casa en Carrer de l'Aviador Ruiz de Alda,PISOS LA MARINA,5.029 €/m²,337.000 €,67 m²,https://www.pisos.com/comprar/casa-la_marina_del_port_parc_de_montjuic08038-45887551097_997297/,Anuncio actualizado el 04/02/2025,"E, E","E, E",barcelona_capital (BCN),67 m²,3,1,,Más de 50 años,4997297-2687,,,60 m²,,En buen estado,,Terraza 52 m².,Climalit oscilobatiente,,Reformada y euipada,,,Sur,,,,N/A,,,Madera de haya,,,,N/A,,,Privado,N/A,,,,,,,,,,,N/A,N/A
Piso en Avinguda de Sarrià,DCANO Real Estate Agency,6.432 €/m²,1.100.000 €,171 m²,https://www.pisos.com/comprar/piso-les_corts_barrio08029-51710489815_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),171 m²,4,2,3ª,Más de 50 años,SA5856-DC505/9085,N/A,,158 m²,,,,Parquet,,N/A,,N/A,,Norte,,,N/A,N/A,,1,,,N/A,,,,,,,,,,,N/A,,,,,,,
Dúplex en Baró de Viver,Engel & Völkers MMC Barcelona,2.358 €/m²,375.000 €,159 m²,https://www.pisos.com/comprar/duplex-baro_de_viver-40889196581_101800/,Anuncio actualizado el 10/07/2024,"D, D","D, D",barcelona_capital (BCN),159 m²,2,2,,Entre 20 y 30 años,IF76306-I-00XWN5-W-02UHJ4,,Central,,,,,,,,N/A,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,
Piso en La Sagrada Família,Sagrada Familia Mar Sl,5.090 €/m²,280.000 €,55 m²,https://www.pisos.com/comprar/piso-la_sagrada_familia08013-50897646129_100200/,Anuncio actualizado el 05/02/2025,"D, D","D, D",barcelona_capital (BCN),55 m²,2,1,4ª,Más de 50 años,TC1015-605749,,,,,Reformado,Más de 100 €,,,,,,N/A,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Passeig de Gràcia,WALTER HAUS,10.773 €/m²,1.810.000 €,168 m²,https://www.pisos.com/comprar/piso-la_dreta_de_eixample08007-49219773144_101800/,Anuncio actualizado el 17/01/2025,"A, A","A, A",barcelona_capital (BCN),168 m²,2,2,4ª,,IF7349-3855v_14,N/A,Central,,,,,,,,N/A,,,,,,,,,1,,,,,,,,,N/A,Comunitaria,,,,,,,,,,,
Apartamento en Sant Pere-Santa Caterina-La Ribera,Engel & Völkers MMC Barcelona,4.457 €/m²,370.000 €,83 m²,https://www.pisos.com/comprar/apartamento-sant_pere_santa_caterina_la_ribera08003-50088122223_101800/,Anuncio actualizado el 27/01/2025,"E, E","E, E",barcelona_capital (BCN),83 m²,2,1,,Más de 50 años,IF76306-I-00YX2T-W-02Y10T,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,
Piso en Passeig de Gràcia,CORNEX CAPITAL,14.767 €/m²,3.500.000 €,237 m²,https://www.pisos.com/comprar/piso-la_dreta_de_eixample08007-48348762890_108900/,Anuncio actualizado el 11/02/2025,"F, F","F, F",barcelona_capital (BCN),237 m²,4,3,2ª,,XA597-V-EIXAMDRET-14,N/A,N/A,,N/A,En buen estado,,,,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Ático en Carrer dels Almogàvers,Llarcelona,7.090 €/m²,390.000 €,55 m²,https://www.pisos.com/comprar/atico-el_parc_la_llacuna_del_poblenou08018-50896259682_100500/,Anuncio actualizado el 18/02/2025,"G, G","G, G",barcelona_capital (BCN),55 m²,1,1,1ª,Más de 50 años,SA2024-Llar1514/4463,,,47 m²,,,Entre 20 y 40 €,Parquet,,N/A,,,,Suroeste,,,,N/A,,,,,,,N/A,N/A,,,,,,,,N/A,,,,,,,
Piso en Carrer del Clot,FINCADOR,4.166 €/m²,300.000 €,72 m²,https://www.pisos.com/comprar/piso-el_clot08018-45062072165_101800/,Anuncio actualizado el 20/02/2025,"D, D","D, D",barcelona_capital (BCN),72 m²,2,2,Bajo,,IF76237-SR_CLOT7_5,N/A,Central,,,,,,,,N/A,,,,,,,,,1,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Diagonal Mar/Front Marítim del Poblenou,NOA LUXURY PROPERTIES,7.458 €/m²,1.790.000 €,240 m²,https://www.pisos.com/comprar/piso-sant_marti_el_poblenou08005-42587707309_100500/,Anuncio actualizado el 16/02/2025,"C, C","C, C",barcelona_capital (BCN),240 m²,3,3,Bajo,Entre 10 y 20 años,SA4903-1460/9771,N/A,Eléctrica,140 m²,,,,Mármol,,N/A,,,,Sur,,N/A,N/A,N/A,,1,,,N/A,1,N/A,,,N/A,,Comunitaria,,N/A,,N/A,,,,,,,
Piso en Carrer Riera Blanca,CORNEX CAPITAL,4.789 €/m²,455.000 €,95 m²,https://www.pisos.com/comprar/piso-la_maternitat_sant_ramon08028-25891955076_108900/,Anuncio actualizado el 09/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),95 m²,3,2,1ª,,XA597-V-RIERA-E1-1.3,N/A,N/A,80 m²,N/A,En buen estado,,,,N/A,,,,,,,N/A,N/A,,,,,,,,,,,N/A,N/A,,,,,,,,,,,
Ático en Carrer de l'Aurora,Llarcelona,5.387 €/m²,264.000 €,49 m²,https://www.pisos.com/comprar/atico-el_raval08001-49197846907_100500/,Anuncio actualizado el 12/02/2025,"E, E","E, E",barcelona_capital (BCN),49 m²,1,1,5ª,Más de 50 años,SA2024-Llar1475/4463,N/A,,41 m²,,,,Gres,,N/A,,,,,,,N/A,N/A,,,,,,,,N/A,,,,,,,,,,,,,,,
Finca rústica en Riera de Sant Andreu,MAXI CASA,5.984 €/m²,395.000 €,66 m²,https://www.pisos.com/comprar/finca_rustica-sant_andreu_barrio08030-49220422163_100500/,Anuncio actualizado el 18/02/2025,"G, G","G, G",barcelona_capital (BCN),66 m²,2,2,,,SA4434-001-1170,,Central,,,A estrenar,,Parquet,,Frío,Cocina americana,,,Este,,,,N/A,,,,,,,,,,,N/A,,,,,,66 m²,,,,,,
Piso en Verdun,TU SOLUCION INMOBILIARIA - VIA JULIA,2.857 €/m²,160.000 €,56 m²,https://www.pisos.com/comprar/piso-verdun-34237497717_100500/,Anuncio actualizado el 16/01/2025,"G, F","G, F",barcelona_capital (BCN),56 m²,2,1,2ª,Más de 50 años,SA604-TS2-3151/1968,,,51 m²,,,Entre 20 y 40 €,Parquet,,,,,,Este,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,
"Ático en Carrer Pepe Rubianes, 1",TOLL WOHNEN,8.585 €/m²,850.000 €,99 m²,https://www.pisos.com/comprar/atico-ciutat_vella_la_barceloneta08003-50087999514_108900/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),99 m²,3,2,6ª,Más de 50 años,XA861-TWB153,N/A,,88 m²,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,
Piso en Carrer de Provença,FOU FINQUES,9.047 €/m²,950.000 €,105 m²,https://www.pisos.com/comprar/piso-antiga_esquerra_de_eixample08036-51714364300_316200/,Anuncio actualizado el 11/02/2025,"E, E","E, E",barcelona_capital (BCN),105 m²,3,1,3ª,Más de 50 años,3162-030488,N/A,Gas natural,101 m²,N/A,Reformado,,Parquet,Aluminio,Por conducto,N/A,N/A,N/A,,,,N/A,,,,,N/A,,,,,,,N/A,,,,,,,,,,,,
Piso en Provençals del Poblenou,"ESTUDIO GRAN VIA MAR, S.L.U.",5.294 €/m²,450.000 €,85 m²,https://www.pisos.com/comprar/piso-provencals_del_poblenou08019-47530831401_100200/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),85 m²,3,1,2ª,Entre 20 y 30 años,TC327-592992,N/A,Central,,,En buen estado,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
