nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Habitaciones,Baños,Referencia,Ascensor,Balcón,Terraza,Superficie útil,Superficie solar,Antigüedad,Conservación,Tipo suelo,Agua,Luz,Calefacción,Cocina equipada,Trastero,Planta,Armarios empotrados,Vidrios dobles,Carpintería exterior,Gas,Comedor,Lavadero,Portero automático,Puerta blindada,Sistema de seguridad,Garaje,Adaptado a personas con movilidad reducida,Jardín,Orientación,Urbanizado,Carpintería interior,Calle alumbrada,Calle asfaltada,Exterior,Teléfono,Soleado,Se aceptan mascotas,Tipo de casa,Aire acondicionado,Chimenea,Interior,Amueblado,Piscina,Gastos de comunidad
Dúplex en Centro,NOVA,1.333 €/m²,240.000 €,180 m²,https://www.pisos.com/comprar/duplex-tona_centro_urbano-438127388_440100/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),180 m²,5,3,4401-010228,,N/A,47m²,180 m²,,Entre 10 y 20 años,En buen estado,De gres,N/A,N/A,Gasoleo,Office equipada,,2ª,N/A,Climalit,De madera,Opcional,Estar de 30m²,9m²,N/A,N/A,,1,,,Sin especificar,,De madera,,,Todo,N/A,N/A,,,,En el comedor,2 baños,,,Consultar
Casa en Carrer Major,LA CLAU GRUP IMMOBILIARI,639 €/m²,220.000 €,344 m²,https://www.pisos.com/comprar/casa-tona_centro_urbano-43403993797_187000/,Anuncio actualizado el 20/02/2025,"G, G","G, G",osona (BCN),344 m²,10,5,1870-100335,,,N/A,344 m²,249 m²,Más de 50 años,A reformar,Terrazo,,,Gas natural,,,,2,,Madera,,,,,,,2,,Privado,Sur,N/A,,N/A,N/A,,,,N/A,,,,,,,
Piso en Els Hostalets de Balenyà,NOVA,1.208 €/m²,145.000 €,120 m²,https://www.pisos.com/comprar/piso-els_hostalets_de_balenya-50896176568_440100/,Anuncio actualizado el 20/02/2025,"G, G","G, G",osona (BCN),120 m²,3,1,4401-010030,,N/A,N/A,115 m²,,Entre 20 y 30 años,En buen estado,Gres,,,Gas natural,N/A,,2ª,Más de 2,N/A,Madera,N/A,N/A,N/A,N/A,,,,,,,,N/A,,,N/A,,N/A,,,,,,,,
Casa en La Guixa- Sentfores,IMMOACASA.CAT,1.593 €/m²,368.000 €,231 m²,https://www.pisos.com/comprar/casa-nord_el_sucre_universitat-41716886293_501452/,Anuncio actualizado el 31/01/2025,"C, C","C, C",osona (BCN),231 m²,4,3,501452-01826,,,,162 m²,,Entre 10 y 20 años,En buen estado,Parquet,,,Gas natural,N/A,,,Más de 2,N/A,Aluminio,,N/A,N/A,,,N/A,2,,Privado,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,
Chalet unifamiliar en Carrer de Sant Fruitós,LA CLAU GRUP IMMOBILIARI,2.932 €/m²,1.425.000 €,486 m²,https://www.pisos.com/comprar/chalet_unifamiliar-gurb_centro_urbano-41693547426_187000/,Anuncio actualizado el 20/02/2025,"E, E","E, E",osona (BCN),486 m²,6,3,1870-100320,,,N/A,433 m²,811 m²,Entre 10 y 20 años,En buen estado,Gres porcelanico,,,Gas natural,Con gran office con chimenea,,,Más de 2,N/A,,,Amplio con chimenea,N/A,,,Alarma,Más de 2,N/A,N/A,Sureste,N/A,Caoba maciza,N/A,N/A,,,,N/A,,Frío y calor,"Dos, en el comedor y en la cocina",,,Propia,
Casa unifamiliar en Tona,NOVA,2.471 €/m²,440.000 €,178 m²,https://www.pisos.com/comprar/casa_unifamiliar-tona_centro_urbano-29202710760_440100/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),178 m²,4,3,4401-010701,,,N/A,141 m²,205 m²,Menos de 5 años,A estrenar,N/A,,,N/A,N/A,,,,N/A,PVC,,N/A,N/A,,N/A,,2,,Privado,,N/A,N/A,N/A,N/A,,,,,Unifamiliar,Frío,,,,,
Casa adosada en Taradell,Casabona Finques,702 €/m²,260.000 €,370 m²,https://www.pisos.com/comprar/casa_adosada-taradell_centro_urbano-42581081731_100500/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),370 m²,5,3,SA1962-1026,,,N/A,360 m²,186 m²,,En buen estado,,,,Gas natural,,,,,,,,,N/A,,,,,,Privado,Este,,,,,,,,,Adosada,,N/A,,,,
Casa en Tona,NOVA,570 €/m²,170.000 €,298 m²,https://www.pisos.com/comprar/casa-tona_centro_urbano-47502732430_440100/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),298 m²,4,1,4401-010029,,,,298 m²,240 m²,Más de 50 años,A reformar,Terrazo,,,,,,,,,Madera,,,,,,,,,Privado,,N/A,N/A,N/A,N/A,,,,,,,,,,,
Casa unifamiliar en Tona,NOVA,2.471 €/m²,440.000 €,178 m²,https://www.pisos.com/comprar/casa_unifamiliar-tona_centro_urbano-29235921105_440100/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),178 m²,4,3,4401-010702,,,N/A,141 m²,204 m²,Menos de 5 años,A estrenar,N/A,,,N/A,N/A,,,,N/A,PVC,,N/A,N/A,,N/A,,2,,Privado,,N/A,N/A,N/A,N/A,,,,,Unifamiliar,Frío,,,,,
Dúplex en Centelles,OSONA ACTIVA,2.181 €/m²,240.000 €,110 m²,https://www.pisos.com/comprar/duplex-centelles_centro_urbano-49182371344_137000/,Anuncio actualizado el 14/02/2025,"C, C","C, C",osona (BCN),110 m²,3,2,1370-082604,,,N/A,100 m²,,,En buen estado,Gres,,,,N/A,N/A,1ª,,,PVC,,N/A,,,,,,,,,,,,,N/A,,,,,,,,,,
Casa en Manlleu,Visualpis,854 €/m²,205.000 €,240 m²,https://www.pisos.com/comprar/casa-manlleu_centro_urbano-51719091366_106700/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),240 m²,6,,IFC76374-CAS_24,,,,240 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa pareada en Els Hostalets de Balenyà,Casabona Finques,1.547 €/m²,345.000 €,223 m²,https://www.pisos.com/comprar/casa_pareada-els_hostalets_de_balenya-48415508428_100500/,Anuncio actualizado el 04/01/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),223 m²,6,4,SA1962-1056,,,N/A,175 m²,,Entre 30 y 50 años,En buen estado,,,,Gas natural,,,,1,,,,,,,,,,,,,,,,,,,,,Pareada,,,,,,
Chalet en Els Hostalets de Balenyà,Casabona Finques,1.226 €/m²,309.000 €,252 m²,https://www.pisos.com/comprar/chalet-els_hostalets_de_balenya-50912266785_100500/,Anuncio actualizado el 21/01/2025,"C, C","C, C",osona (BCN),252 m²,3,2,SA1962-1068,,,,242 m²,247 m²,Entre 30 y 50 años,En buen estado,,,,Gasoil,,,,1,,,,,,,,,,,Privado,,,,,,,,,,,,N/A,,,,
Piso en Carrer Major,HABITATGE,2.142 €/m²,135.000 €,63 m²,https://www.pisos.com/comprar/piso-remei_montseny_la_guixa-38384794506_110700/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),63 m²,2,1,1107-VP12310-24,N/A,N/A,,54 m²,,Entre 10 y 20 años,En buen estado,Gres,,,Gas natural,N/A,,2ª,,N/A,Aluminio,,N/A,,,,,,,,Sur,,,,,,,N/A,,,,,,,,
Piso en Carrer del Virrei Avilés,HABITATGE,1.423 €/m²,259.000 €,182 m²,https://www.pisos.com/comprar/piso-remei_montseny_la_guixa08500-45044867593_110700/,Anuncio actualizado el 18/02/2025,"F, E","F, E",osona (BCN),182 m²,5,2,1107-VP12406-05,,,N/A,160 m²,,Más de 50 años,En buen estado,Gres,N/A,Unión fenosa,Gasoil,N/A,N/A,1ª,Más de 2,N/A,Aluminio,,N/A,N/A,N/A,,,,,,Este,,N/A,,,N/A,,N/A,,,,,,,,
Casa en Carrer de Bellmunt,HABITATGE,1.795 €/m²,447.200 €,249 m²,https://www.pisos.com/comprar/casa-taradell_centro_urbano-42579747956_110700/,Anuncio actualizado el 18/02/2025,"D, D","D, D",osona (BCN),249 m²,4,3,1107-VC12403-08,,,N/A,153 m²,331 m²,Entre 20 y 30 años,En buen estado,Parquet,N/A,Otra compañía,Gas natural,N/A,,,Más de 2,N/A,PVC,,N/A,,,N/A,N/A,2,,Privado,,N/A,,,N/A,,N/A,,,,Frío y calor,N/A,,N/A,,
Casa pareada en Carrer del Doctor Bayés,LA CLAU GRUP IMMOBILIARI,2.553 €/m²,498.000 €,195 m²,https://www.pisos.com/comprar/casa_pareada-tona_centro_urbano-954247280_187000/,Anuncio actualizado el 20/02/2025,"B, B","B, B",osona (BCN),195 m²,4,3,1870-051166,,,N/A,170 m²,400 m²,Menos de 5 años,A estrenar,Gres,N/A,N/A,Central,N/A,,,,N/A,PVC,N/A,N/A,N/A,,,,2,,Privado,Sureste,N/A,N/A,N/A,N/A,,,,,Pareada,,,,,,
Casa adosada en Tona,LA CLAU GRUP IMMOBILIARI,1.370 €/m²,259.000 €,189 m²,https://www.pisos.com/comprar/casa_adosada-tona_centro_urbano-45920081582_187000/,Anuncio actualizado el 20/02/2025,"E, E","E, E",osona (BCN),189 m²,3,2,1870-100355,,,13m² salida des del comedor,150 m²,,Entre 10 y 20 años,En buen estado,Mármol,,,Gas natural,Office,,,1,N/A,PVC,N/A,Amplio con chimenea,N/A,,N/A,N/A,1,,N/A,Este,N/A,Lacada en blanco,N/A,N/A,,,,N/A,Adosada,,Comedor,,,,
Piso en Tona,LA CLAU GRUP IMMOBILIARI,2.901 €/m²,368.443 €,127 m²,https://www.pisos.com/comprar/piso-tona_centro_urbano-21719198326_187000/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),127 m²,3,2,1870-100144,N/A,,55.8,127 m²,,Menos de 5 años,A estrenar,Parquet,,,Central,N/A,,Bajo,,N/A,Aluminio,,,N/A,N/A,N/A,,,,N/A,,,N/A,,,N/A,,N/A,,,Frío y calor,,,,Comunitaria,
Piso en Centre,LA CLAU GRUP IMMOBILIARI,3.765 €/m²,248.500 €,66 m²,https://www.pisos.com/comprar/piso-vic_centre_historic-840055954_187000/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),66 m²,2,1,1870-051017,,N/A,,66 m²,,,En buen estado,,,,,N/A,,3ª,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en Carrer de Tarragona,HABITATGE,1.930 €/m²,193.000 €,100 m²,https://www.pisos.com/comprar/duplex-santa_eugenia_de_berga_centro_urbano08507-47581311967_110700/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),100 m²,3,2,1107-VP12409-04,,N/A,,97 m²,,Entre 20 y 30 años,En buen estado,Parquet,,,Gas natural,N/A,,2ª,2,N/A,Aluminio,,N/A,,N/A,,,,,,,,,,,N/A,N/A,N/A,,,Frío y calor,,,,,
Casa en Carrer del Castellot,CÒDOL GESTIÓ TORELLÓ,1.158 €/m²,190.000 €,164 m²,https://www.pisos.com/comprar/casa-manlleu_centro_urbano-44170274987_100500/,Anuncio actualizado el 03/02/2025,"E, F","E, F",osona (BCN),164 m²,2,2,SA4093-T02307,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Tona,LA CLAU GRUP IMMOBILIARI,3.589 €/m²,287.142 €,80 m²,https://www.pisos.com/comprar/piso-tona_centro_urbano-21694634100_187000/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),80 m²,2,1,1870-100158,N/A,,39.60,80 m²,,Menos de 5 años,A estrenar,Parquet,,,Central,N/A,,Bajo,,N/A,Aluminio,,,N/A,N/A,N/A,,,,N/A,,,N/A,,,N/A,,N/A,,,Frío y calor,,,,Comunitaria,
Casa en Tona,NOVA,736 €/m²,210.000 €,285 m²,https://www.pisos.com/comprar/casa-tona_centro_urbano-38378987023_440100/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),285 m²,7,2,4401-010258,,,,285 m²,,Más de 50 años,A reformar,Gres,,,,N/A,,,,,,,N/A,N/A,,,,,,,,N/A,N/A,N/A,N/A,,,,,,,,,,,
Casa en Carrer del Doctor Fleming,HABITATGE,1.000 €/m²,250.000 €,250 m²,https://www.pisos.com/comprar/casa-taradell_centro_urbano-48422623068_110700/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),250 m²,5,2,1107-VC12410-01,,,N/A,170 m²,,Más de 50 años,A reformar,Terrazo,,,Gasoil,N/A,,,Más de 2,,Madera,,N/A,,,,,Más de 2,,Privado,Este,,,,,,,,,,,N/A,,,,
Casa en Tona,IMMOACASA.CAT,2.395 €/m²,575.000 €,240 m²,https://www.pisos.com/comprar/casa-tona_centro_urbano-41733116020_501452/,Anuncio actualizado el 18/02/2025,"A, A","A, A",osona (BCN),240 m²,4,2,501452-01825,,,,200 m²,20.000 m²,,Reformado,Gres,,,,N/A,,,,N/A,Aluminio,,N/A,,,,,,,Privado,A la montaña,,,,,,,,,,,N/A,,,,
Dúplex en Tona,NOVA,1.884 €/m²,245.000 €,130 m²,https://www.pisos.com/comprar/duplex-tona_centro_urbano-943900416_440100/,Anuncio actualizado el 20/02/2025,"D, D","D, D",osona (BCN),130 m²,3,2,4401-010078,N/A,,15m²,130 m²,,Entre 5 y 10 años,En buen estado,De gres,N/A,N/A,De gas natural,Office,,2ª,,N/A,Aluminio,N/A,N/A,,N/A,N/A,,,,,N/A,,Madera,,,,,N/A,,,,,,,,Incluídas
Piso en Tona,LA CLAU GRUP IMMOBILIARI,2.756 €/m²,289.460 €,105 m²,https://www.pisos.com/comprar/piso-tona_centro_urbano-21711204046_187000/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),105 m²,3,2,1870-100148,N/A,,7.95m,105 m²,,Menos de 5 años,A estrenar,Parquet,,,Central,N/A,,1ª,,N/A,Aluminio,,,N/A,N/A,N/A,,,,Comunitario,,,N/A,,,N/A,,N/A,,,Frío y calor,,,,Comunitaria,
Piso en Tona,NOVA,2.848 €/m²,350.415 €,123 m²,https://www.pisos.com/comprar/piso-tona_centro_urbano-20004157914_440100/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),123 m²,4,2,4401-010948,N/A,,N/A,104 m²,,Menos de 5 años,A estrenar,,,,Eléctrica,N/A,,2ª,,N/A,Aluminio,,N/A,N/A,N/A,N/A,,,,Comunitario,,,N/A,,,N/A,,N/A,,,Frío y calor,N/A,,,Comunitaria,
Casa en Tona,NOVA,1.388 €/m²,400.000 €,288 m²,https://www.pisos.com/comprar/casa-tona_centro_urbano-38348114014_440100/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),288 m²,4,2,4401-010554,,,N/A,288 m²,484 m²,Más de 50 años,En buen estado,Gres,,,Gas natural,N/A,,,Más de 2,N/A,Madera,N/A,N/A,N/A,,N/A,,Más de 2,,Privado,,N/A,N/A,N/A,N/A,,,,,,,,,,,
Casa en Carrer de Guillem de Mont-rodon,HABITATGE,1.311 €/m²,265.000 €,202 m²,https://www.pisos.com/comprar/casa-taradell_centro_urbano-47578319302_110700/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),202 m²,2,1,1107-VC12409-02,,,N/A,178 m²,,Entre 30 y 50 años,En buen estado,Gres,N/A,,,,,,Más de 2,,Aluminio,,N/A,N/A,,,,,,,Sur,,,,,,N/A,,,,,N/A,,,,
Casa en Centre Col.Legi,NOVA,1.809 €/m²,380.000 €,210 m²,https://www.pisos.com/comprar/casa-folgueroles_centro_urbano-179275005_440100/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),210 m²,4,2,4401-010845,,,"5/1/2,5m²",210 m²,,Entre 5 y 10 años,En buen estado,Gres,N/A,N/A,De gas natural,"E,f,c",,,2 empotrados,Clinalit,Aluminio,N/A,30m²,En el garaje,,N/A,,N/A,,N/A,3 vientos,,Madera,,,,,,,,,En el comedor,,,,
Casa en Zona Font D´En Titus,SIMM,1.785 €/m²,650.000 €,364 m²,https://www.pisos.com/comprar/casa-sant_julia_de_vilatorta_centro_urbano-45840370417_110300/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),364 m²,7,3,1103-002440,,,N/A,350 m²,878 m²,Entre 20 y 30 años,En buen estado,Gres,,,Gas natural,N/A,,,Más de 2,N/A,Aluminio,N/A,N/A,N/A,,,,Más de 2,,Privado,Sur,N/A,N/A,N/A,N/A,,N/A,,,,,N/A,,,,
Casa en Canal,NOVA,1.867 €/m²,310.000 €,166 m²,https://www.pisos.com/comprar/casa-tona_centro_urbano-25853244983_440100/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),166 m²,4,3,4401-010055,,,N/A,166 m²,,Entre 30 y 50 años,Reformado,Gres,,,Gasoil,N/A,,,,,,,N/A,N/A,,,,2,,,,N/A,N/A,N/A,,,,,,,,,,,,
Piso en Carrer Nou,LA CLAU GRUP IMMOBILIARI,3.303 €/m²,168.500 €,51 m²,https://www.pisos.com/comprar/piso-tona_centro_urbano-20909167849_187000/,Anuncio actualizado el 20/02/2025,"A, A","A, A",osona (BCN),51 m²,1,1,1870-100122,N/A,,9m²,51 m²,,,A estrenar,Parquet,,,Gas natural,N/A,,Bajo,,N/A,PVC,,Amplio,,N/A,,N/A,,,,Este,,Lacat blanc,,,N/A,N/A,N/A,,,,,,,,
Piso en Plaça d'Osona,estudivic,850 €/m²,86.800 €,102 m²,https://www.pisos.com/comprar/piso-estadi_horta_vermella_santa_anna-40900314219_994602/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),102 m²,4,2,4994602-697llogatvic,N/A,,N/A,86 m²,,Entre 30 y 50 años,A reformar,,,,,N/A,,4ª,,,,,N/A,N/A,N/A,,,,,,,,,,,N/A,,N/A,,,,,,,,
"Piso en Carrer Nou, 15",LA CLAU GRUP IMMOBILIARI,2.906 €/m²,139.500 €,48 m²,https://www.pisos.com/comprar/piso-tona_centro_urbano-21684628208_187000/,Anuncio actualizado el 20/02/2025,"A, A","A, A",osona (BCN),48 m²,1,1,1870-100136,N/A,,,43 m²,,Menos de 5 años,A estrenar,Parquet,,,Gas natural,N/A,,Bajo,,N/A,PVC,,Amplio,,N/A,,N/A,,,,Este,,Lacat blanc,,,N/A,N/A,N/A,,,,,,,,
Casa en Carrer del Puig Guardial,IMMOACASA.CAT,1.188 €/m²,240.000 €,202 m²,https://www.pisos.com/comprar/casa-manlleu_centro_urbano-50880119269_501452/,Anuncio actualizado el 16/01/2025,"E, E","E, E",osona (BCN),202 m²,4,3,501452-01895,,,N/A,100 m²,151 m²,Entre 30 y 50 años,En buen estado,Terrazo,,,Gasoil,N/A,,,,N/A,Aluminio,,N/A,,,,,Más de 2,,Privado,,N/A,,N/A,N/A,,,,,,Frío y calor,,,,,
Piso en Manlleu,Visualpis,1.628 €/m²,197.000 €,121 m²,https://www.pisos.com/comprar/piso-manlleu_centro_urbano-51675974187_106700/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),121 m²,3,2,IFC76374-PIS_41,,,,98 m²,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Els Hostalets de Balenyà,NOVA,1.176 €/m²,400.000 €,340 m²,https://www.pisos.com/comprar/casa-els_hostalets_de_balenya-25096422724_440100/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),340 m²,5,3,4401-010580,,,N/A,340 m²,,Entre 10 y 20 años,En buen estado,Gres,,,,N/A,,,Más de 2,,Aluminio,,N/A,N/A,,N/A,N/A,Más de 2,,Privado,,N/A,N/A,N/A,N/A,,,,,,,N/A,,,Propia,
Chalet en Sant Vicenç de Torelló,Casabona Finques,2.129 €/m²,990.000 €,465 m²,https://www.pisos.com/comprar/chalet-sant_vicenc_de_torello_centro_urbano-50012918417_100500/,Anuncio actualizado el 07/01/2025,"C, D","C, D",osona (BCN),465 m²,4,2,SA1962-1066,,,N/A,400 m²,4.915 m²,Más de 50 años,En buen estado,,,,,,,,1,,,,,,,,,,,Privado,,,,,,,,,,,,,,,,
Casa adosada en Camí de Verinal,LA CLAU GRUP IMMOBILIARI,2.411 €/m²,313.500 €,130 m²,https://www.pisos.com/comprar/casa_adosada-tona_centro_urbano-49249578604_187000/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),130 m²,3,3,1870-100378,,,,101 m²,120 m²,Menos de 5 años,A estrenar,Gres,,,N/A,N/A,,,,N/A,PVC,,"43,31",N/A,,N/A,,,,Privado,Sur,N/A,Lacada blanca,N/A,N/A,,,,N/A,Adosada,Frío y calor,,,,,
Casa en Centre,IMMOACASA.CAT,1.021 €/m²,144.000 €,141 m²,https://www.pisos.com/comprar/casa-sant_hipolit_de_voltrega_centro_urbano-31673153041_501452/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),141 m²,2,1,501452-01720,,,,120 m²,,,En buen estado,Gres,,,Gasoil,N/A,,,,N/A,Madera,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer Major,IMMOACASA.CAT,1.398 €/m²,249.000 €,178 m²,https://www.pisos.com/comprar/casa-els_hostalets_de_balenya-51735263629_501452/,Anuncio actualizado el 10/02/2025,"E, E","E, E",osona (BCN),178 m²,2,2,501452-01899,,,N/A,113 m²,,Entre 30 y 50 años,Reformado,Gres,,,Gas natural,N/A,,,Más de 2,N/A,Aluminio,,N/A,,,,,2,,,,N/A,,N/A,N/A,,,,,,,,,,,
Casa en Carrer de Sant Jordi,HABITATGE,1.725 €/m²,295.000 €,171 m²,https://www.pisos.com/comprar/casa-santa_eugenia_de_berga_centro_urbano08507-51744785568_110700/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),171 m²,3,2,1107-VC12502-02,,,N/A,114 m²,,Entre 20 y 30 años,En buen estado,Mármol,,,Gasoil,N/A,,,2,,Madera,,N/A,,,,,2,,Privado,Norte,N/A,,N/A,,,,,,,,N/A,,,,
Piso en Tona,NOVA,2.731 €/m²,346.883 €,127 m²,https://www.pisos.com/comprar/piso-tona_centro_urbano-20007328869_440100/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),127 m²,4,2,4401-010944,N/A,,N/A,107 m²,,Menos de 5 años,A estrenar,,,,Eléctrica,N/A,,1ª,,N/A,Aluminio,,N/A,N/A,N/A,N/A,,,,Comunitario,,,N/A,,,N/A,,N/A,,,Frío y calor,N/A,,,Comunitaria,
Piso en Santa Maria de Corcó,IMMOACASA.CAT,1.777 €/m²,160.000 €,90 m²,https://www.pisos.com/comprar/piso-santa_maria_de_corco-45096928112_501452/,Anuncio actualizado el 14/10/2024,"E, E","E, E",osona (BCN),90 m²,4,2,501452-01858,N/A,N/A,N/A,74 m²,,Entre 30 y 50 años,En buen estado,N/A,,,,N/A,,1ª,1,,Madera,,N/A,,,,,,,,,,,,,N/A,,N/A,,,,N/A,,,,Más de 100 €
Piso en Tona,LA CLAU GRUP IMMOBILIARI,3.130 €/m²,397.547 €,127 m²,https://www.pisos.com/comprar/piso-tona_centro_urbano-21750391663_187000/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),127 m²,4,2,1870-100145,N/A,,24.41,127 m²,,Menos de 5 años,A estrenar,Parquet,,,Central,N/A,,Bajo,,N/A,Aluminio,,,N/A,N/A,N/A,,,,N/A,,,N/A,,,N/A,,N/A,,,Frío y calor,,,,Comunitaria,
Casa en Carrer de la Torre dels Caputxins,HABITATGE,1.675 €/m²,496.000 €,296 m²,https://www.pisos.com/comprar/casa-caputxins_santa_clara_hospital-45903525107_110700/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),296 m²,6,3,1107-VC12407-13,,,,296 m²,,Más de 50 años,En buen estado,Gres,N/A,,Gas natural,N/A,,,,,Madera,,N/A,N/A,,,,2,,Privado,,,,,,,N/A,,,,,N/A,,,,
Piso en Tona,NOVA,2.856 €/m²,299.933 €,105 m²,https://www.pisos.com/comprar/piso-tona_centro_urbano-20042231102_440100/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),105 m²,3,2,4401-010949,N/A,,N/A,89 m²,,Menos de 5 años,A estrenar,,,,Eléctrica,N/A,,2ª,,N/A,Aluminio,,N/A,N/A,N/A,N/A,,,,Comunitario,,,N/A,,,N/A,,N/A,,,Frío y calor,N/A,,,Comunitaria,
Piso en Sant Julià de Vilatorta,Casabona Finques,2.558 €/m²,220.000 €,86 m²,https://www.pisos.com/comprar/piso-sant_julia_de_vilatorta_centro_urbano-48371446051_100500/,Anuncio actualizado el 03/02/2025,"G, E","G, E",osona (BCN),86 m²,2,1,SA1962-1057,,,,60 m²,,Entre 30 y 50 años,Reformado,,,,Gas natural,,,3ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Tona,LA CLAU GRUP IMMOBILIARI,960 €/m²,120.000 €,125 m²,https://www.pisos.com/comprar/casa-tona_centro_urbano-21753994859_187000/,Anuncio actualizado el 20/02/2025,"G, G","G, G",osona (BCN),125 m²,4,1,1870-100155,,,,125 m²,114 m²,Más de 50 años,A reformar,Gres,,,,,,,,,,,,,,,,2,,,Sur,,,,,,,,,,,,,,,
Casa adosada en Camí de Verinal,LA CLAU GRUP IMMOBILIARI,2.445 €/m²,317.900 €,130 m²,https://www.pisos.com/comprar/casa_adosada-tona_centro_urbano-49239616145_187000/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),130 m²,3,3,1870-100376,,,,101 m²,120 m²,Menos de 5 años,A estrenar,Gres,,,N/A,N/A,,,,N/A,PVC,,N/A,N/A,,N/A,,,,Privado,Sur,N/A,N/A,N/A,N/A,,,,N/A,Adosada,Frío y calor,,,,,
Piso en calle Nostra Senyora de Montserrat,ESPAI HABITAT,2.119 €/m²,195.000 €,92 m²,https://www.pisos.com/comprar/piso-centelles_centro_urbano-43375582026_109300/,Anuncio actualizado el 16/11/2024,Error al procesar consumo,Error al procesar emisiones,osona (BCN),92 m²,3,2,EP831-1078154,,,N/A,80 m²,,Entre 10 y 20 años,En buen estado,Cerámica o gress,,,Gas natural,Americana,,2ª,N/A,,N/A,,,,,,,N/A,,,Sur::este,,,,,N/A,,,,,,,,,,20
Piso en Plaza Enric Gonzalez,SIMM,2.261 €/m²,190.000 €,84 m²,https://www.pisos.com/comprar/piso-nord_el_sucre_universitat-41711272378_110300/,Anuncio actualizado el 13/02/2025,"E, E","E, E",osona (BCN),84 m²,2,1,1103-002350,N/A,,N/A,66 m²,,Entre 5 y 10 años,En buen estado,N/A,,,Gas natural,N/A,,2ª,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,1,N/A,,Este,,N/A,,,N/A,N/A,N/A,,,,,,N/A,,
