nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Antigüedad,Gastos de comunidad,Referencia,Amueblado,Armarios empotrados,Tipo suelo,Agua,Calefacción,Sistema de seguridad,Ascensor,Terraza,Orientación,Conservación,Garaje,Aire acondicionado,Cocina equipada,Trastero,Puerta blindada,Adaptado a personas con movilidad reducida,Jardín,Piscina,Exterior,Carpintería interior,Vidrios dobles,Carpintería exterior,Comedor,Lavadero,Portero automático,Balcón,Soleado,Tipo de casa,Superficie solar,Chimenea,Urbanizado,Teléfono,Calle alumbrada,Calle asfaltada,Se aceptan mascotas,Gas,Interior,Luz
Piso en Centre,Estudi La Geltru Slu,2.110 €/m²,189.900 €,90 m²,https://www.pisos.com/comprar/piso-vilanova_i_la_geltru_centre-49261014834_100200/,Anuncio actualizado el 24/01/2025,"E, E","E, E",garraf (BCN),90 m²,,2,2,1ª,Más de 50 años,,TC1040-601201,,,Gres,,N/A,,,,,En buen estado,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Ático en Correos,Konectas.com,2.714 €/m²,347.500 €,128 m²,https://www.pisos.com/comprar/atico-sant_pere_de_ribes_nucli_urba-45072680196_100500/,Anuncio actualizado el 02/12/2024,"E, F","E, F",garraf (BCN),128 m²,90 m²,3,2,1ª,Entre 20 y 30 años,,SA5251-KON06275/2837,,1,Gres,,Gas natural,,,N/A,,,1,N/A,,N/A,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,
Casa en Levantina-Montgavina-Quintmar,OPEN INMO,1.841 €/m²,720.000 €,391 m²,https://www.pisos.com/comprar/casa-llevantina_montgavina_quint_mar_garraf-49220253284_100500/,Anuncio actualizado el 18/02/2025,"E, D","E, D",garraf (BCN),391 m²,183 m²,5,2,,Entre 20 y 30 años,,SA1406-OI02021/5763,,1,,N/A,Central,N/A,,N/A,Oeste,,1,,,,,,N/A,,,,,,,,,,,,636 m²,N/A,N/A,N/A,,,,,,
Chalet en Mas Trader I,Grupo TorreSol Inmobiliaria,1.444 €/m²,390.000 €,270 m²,https://www.pisos.com/comprar/chalet-santa_maria_eixample_sud_sumella-48365250653_100500/,Anuncio actualizado el 16/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),270 m²,179 m²,4,3,,Entre 20 y 30 años,,SA4441-CubAMpiumanel-21/4861,,1,Gres,N/A,N/A,,,N/A,Sureste,,1,,,N/A,N/A,,,,,,,,N/A,,,,,,,,,N/A,,,,,,
Ático en La Collada-Els Sis Camins-Fondo Somella-Santa Maria,Engel & Völkers MMC Barcelona,4.640 €/m²,478.000 €,103 m²,https://www.pisos.com/comprar/atico-la_collada_els_sis_camins_fondo_somella_santa_mari-45086283975_101800/,Anuncio actualizado el 21/06/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),103 m²,,4,2,3ª,Menos de 5 años,,IF76306-I-00Y3QH-W-02VAGG,,,,,Central,,N/A,N/A,,,1,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en Can Girona-Terramar-Vinyet,Engel & Völkers MMC Barcelona,3.406 €/m²,620.000 €,182 m²,https://www.pisos.com/comprar/duplex-can_girona_terramar_vinyet-47525369071_101800/,Anuncio actualizado el 02/09/2024,"F, F","F, F",garraf (BCN),182 m²,,4,2,2ª,,,IF76306-I-00YL37-W-02WVVY,,,,,Central,,,,,,1,,,,,,Privado,,,,,,,,,,,,,,,,,,,,,
Apartamento en Can Girona-Terramar-Vinyet,Engel & Völkers MMC Barcelona,5.710 €/m²,965.000 €,169 m²,https://www.pisos.com/comprar/apartamento-can_girona_terramar_vinyet-45873303264_101800/,Anuncio actualizado el 06/12/2024,"D, D","D, D",garraf (BCN),169 m²,,3,2,1ª,Entre 20 y 30 años,,IF76306-I-00YHDD-W-02WG2T,,1,,,Central,,N/A,N/A,,,1,,N/A,N/A,,,,Propia,,,,,,N/A,,,,,,,,,,,,,,
Apartamento en Vallpineda-Santa Bàrbara,Engel & Völkers MMC Barcelona,5.975 €/m²,800.700 €,134 m²,https://www.pisos.com/comprar/apartamento-vallpineda_santa_barbara-44168755269_101800/,Anuncio actualizado el 03/10/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),134 m²,,3,2,1ª,Menos de 5 años,,IF76306-I-00Y7LD-W-02VO79,,1,,,Central,,N/A,N/A,,,1,,N/A,,,,,Propia,,,,,,,,,,,,,,,,,,,,
Piso en Plaça de Catalunya,BARCELONASTANDING,2.216 €/m²,164.000 €,74 m²,https://www.pisos.com/comprar/piso-vilanova_i_la_geltru_centre-49221895577_528196/,Anuncio actualizado el 10/02/2025,"D, D","D, D",garraf (BCN),74 m²,60 m²,3,1,3ª,Entre 30 y 50 años,,4528196-000022,,,Terrazo,,,,No tiene,Exterior,Sur,A reformar,,,Exterior,,,,,,N/A,,,Aluminio,Exterior,Exterior,,,Tarde,,,,,,,,,,,
Piso en Carrer de la Masia d'en Frederic,llars.net agents immobiliaris,2.156 €/m²,330.000 €,153 m²,https://www.pisos.com/comprar/piso-la_geltru_casernes_sant_jordi-51726695411_365700/,Anuncio actualizado el 10/02/2025,"E, E","E, E",garraf (BCN),153 m²,84 m²,4,2,2ª,Entre 20 y 30 años,,3657-06952,,,Gres,,Gas natural,,N/A,N/A,Sureste,En buen estado,1,,N/A,,,,,,N/A,N/A,,Aluminio,N/A,,,N/A,N/A,,,,,,,,,N/A,,
Casa en La Collada-Els Sis Camins-Fondo Somella-Santa Maria,Engel & Völkers MMC Barcelona,2.452 €/m²,358.000 €,146 m²,https://www.pisos.com/comprar/casa-la_collada_els_sis_camins_fondo_somella_santa_mari-38395467761_101800/,Anuncio actualizado el 30/12/2024,"E, E","E, E",garraf (BCN),146 m²,,4,2,,Entre 20 y 30 años,,IF76306-I-00XK6Y-W-02TARY,N/A,,,,Central,,,N/A,,,1,,N/A,,,,Privado,,,,,,,,,,,,,,,,,,,,,
Ático en Passeig Maritim,BRUÑO & VENTURA,3.644 €/m²,390.000 €,107 m²,https://www.pisos.com/comprar/atico-barri_de_mar_ribes_roges_placa_de_la_sardana-48395619402_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),107 m²,100 m²,3,2,3ª,Entre 30 y 50 años,,SA564-AT656125/1687,,,Parquet,,,,N/A,N/A,Sureste,,,,,,,,,,,,,,N/A,,,N/A,,,,,,,,,,,,
Piso en Centre,Engel & Völkers MMC Barcelona,5.708 €/m²,765.000 €,134 m²,https://www.pisos.com/comprar/piso-sitges_centre-5080981229_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),134 m²,,3,2,,,,IF76306-D-000LJ1,,2,Tarima flotante,,,,,N/A,,A estrenar,N/A,Frío y calor,N/A,N/A,,,Privado,,,,,,,,,,,,,,,,,,,,,
Casa en Canyelles,Engel & Völkers MMC Barcelona,3.605 €/m²,375.000 €,104 m²,https://www.pisos.com/comprar/casa-canyelles_centro_urbano-41714625367_101800/,Anuncio actualizado el 21/05/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),104 m²,,3,2,,,,IF76306-I-00XZAI-W-02UW4Y,,,,,Central,,,,A la montaña,,,,N/A,,,,Privado,Propia,,,,,,N/A,,,,,600 m²,,,,,,,,,
Piso en La Collada-Els Sis Camins-Fondo Somella-Santa Maria,Engel & Völkers MMC Barcelona,4.640 €/m²,478.000 €,103 m²,https://www.pisos.com/comprar/piso-la_collada_els_sis_camins_fondo_somella_santa_mari-4920438314_109700/,Anuncio actualizado el 16/01/2025,"B, B","B, B",garraf (BCN),103 m²,,4,2,,,,IF76306-D-000LAC,,2,,,,,N/A,N/A,A la montaña,A estrenar,N/A,Frío y calor,N/A,,,N/A,,,,,,,,,,N/A,,,,,,,,,,,,
Piso en Avinguda de Francesc Macià,llars.net agents immobiliaris,2.633 €/m²,345.000 €,131 m²,https://www.pisos.com/comprar/piso-sant_joan_moli_de_vent-45034509050_365700/,Anuncio actualizado el 03/02/2025,"F, F","F, F",garraf (BCN),131 m²,100 m²,4,2,4ª,Más de 50 años,,3657-06886,,Más de 2,Terrazo,,Gas natural,,N/A,,Sur,En buen estado,,,N/A,,,,,,N/A,N/A,,Aluminio,N/A,N/A,,N/A,N/A,,,N/A,,,,,,N/A,,
Casa en Carrer Abat Escarré,llars.net agents immobiliaris,1.760 €/m²,440.000 €,250 m²,https://www.pisos.com/comprar/casa-sant_joan_moli_de_vent-48398944021_365700/,Anuncio actualizado el 03/02/2025,"E, E","E, E",garraf (BCN),250 m²,180 m²,5,3,,Entre 30 y 50 años,,3657-06911,,1,Gres,,Gas natural,,,N/A,N/A,En buen estado,1,Frío y calor,N/A,,,,Privado,,,N/A,N/A,Aluminio,N/A,,,,,,,,N/A,,N/A,N/A,,N/A,,
Apartamento en Sant Joan-Molí de Vent,Engel & Völkers MMC Barcelona,3.658 €/m²,428.000 €,117 m²,https://www.pisos.com/comprar/apartamento-sant_joan_moli_de_vent-50851180010_101800/,Anuncio actualizado el 05/02/2025,"D, D","D, D",garraf (BCN),117 m²,,3,2,1ª,Entre 20 y 30 años,,IF76306-I-00YZJR-W-02YFPE,N/A,1,,,Central,,N/A,N/A,,,1,,,,,,Privado,Propia,,,,,,,,,,,,,,,,,,,,
Casa en La Geltrú-Casernes-Sant Jordi,Engel & Völkers MMC Barcelona,2.200 €/m²,330.000 €,150 m²,https://www.pisos.com/comprar/casa-la_geltru_casernes_armanya-44227411373_101800/,Anuncio actualizado el 07/02/2025,"D, D","D, D",garraf (BCN),150 m²,,3,2,,Más de 50 años,,IF76306-I-00Y7TO-W-02SPO1,,1,,,Central,,,,,,,,,,,,,,,,,,,N/A,,,,,55 m²,,,,,,,,,
Dúplex en Centre,Grupo TorreSol Inmobiliaria,2.851 €/m²,345.000 €,121 m²,https://www.pisos.com/comprar/duplex-la_geltru_casernes_armanya-44249864314_100500/,Anuncio actualizado el 06/02/2025,"E, E","E, E",garraf (BCN),121 m²,78 m²,2,2,1ª,Entre 20 y 30 años,Entre 40 y 60 €,SA4441-VilaRUpadjjose-21/4861,,,Gres,N/A,N/A,,N/A,N/A,Oeste,,,N/A,,,,,,,,,,,N/A,,,N/A,,,,,,N/A,,,,,,
Piso en Passeig Marítim,Konectas.com,11.000 €/m²,990.000 €,90 m²,https://www.pisos.com/comprar/piso-can_girona_terramar_vinyet-50004774018_100500/,Anuncio actualizado el 15/12/2024,"E, E","E, E",garraf (BCN),90 m²,68 m²,2,1,1ª,Más de 50 años,,SA5251-KON06346/2837,,,,,Gas natural,,N/A,N/A,Sur,,1,,,,,,N/A,Comunitaria,,,,,,,,N/A,,,,,,,,,,,,
Apartamento en Vallpineda-Santa Bàrbara,Engel & Völkers MMC Barcelona,5.769 €/m²,738.480 €,128 m²,https://www.pisos.com/comprar/apartamento-vallpineda_santa_barbara-44211627474_101800/,Anuncio actualizado el 03/10/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),128 m²,,3,2,1ª,,,IF76306-I-00Y7L7-W-02VO73,,1,,,Central,,N/A,N/A,,,1,,N/A,,,,,Propia,,,,,,,,,,,,,,,,,,,,
Casa en Can Girona-Terramar-Vinyet,Engel & Völkers MMC Barcelona,10.312 €/m²,3.300.000 €,320 m²,https://www.pisos.com/comprar/casa-can_girona_terramar_vinyet-42564933763_101800/,Anuncio actualizado el 30/01/2025,"A, A","A, A",garraf (BCN),320 m²,,5,5,,Menos de 5 años,,IF76306-I-00Y2CQ-W-02V0TR,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,600 m²,,,,,,,,,
Casa en Canyelles,Engel & Völkers MMC Barcelona,3.605 €/m²,375.000 €,104 m²,https://www.pisos.com/comprar/casa-canyelles_centro_urbano-41700945515_101800/,Anuncio actualizado el 21/05/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),104 m²,,3,2,,,,IF76306-I-00XZAN-W-02UW58,,,,,Central,,,,A la montaña,,,,N/A,,,,Privado,Propia,,,,,,N/A,,,,,600 m²,,,,,,,,,
Chalet en Montgavina,OPEN INMO,3.437 €/m²,1.100.000 €,320 m²,https://www.pisos.com/comprar/chalet-llevantina_montgavina_quint_mar_garraf08870-48336321766_100500/,Anuncio actualizado el 07/02/2025,"E, D","E, D",garraf (BCN),320 m²,300 m²,4,3,,Entre 20 y 30 años,,SA1406-OI00997/5763,,1,,N/A,Eléctrica,N/A,,N/A,Sureste,,1,N/A,,N/A,,,N/A,Propia,,,,,N/A,,,,,,612 m²,,N/A,,,,,,,
Chalet en Mas Trader I,Grupo TorreSol Inmobiliaria,1.895 €/m²,400.000 €,211 m²,https://www.pisos.com/comprar/chalet-mas_trader_corral_en_tort_corral_en_cona-31765728127_100500/,Anuncio actualizado el 16/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),211 m²,190 m²,4,2,,Entre 10 y 20 años,,SA4441-CubXMfarnatalia-21/4861,N/A,1,Parquet,N/A,N/A,,,N/A,Sureste,,,,,N/A,N/A,,N/A,,,,,,,,,,,,463 m²,,N/A,N/A,,,,,,
Apartamento en Molí de Baix-Bardají,Engel & Völkers MMC Barcelona,4.815 €/m²,264.833 €,55 m²,https://www.pisos.com/comprar/apartamento-moli_de_baix_bardaji-39235714202_101800/,Anuncio actualizado el 15/01/2025,"B, B","B, B",garraf (BCN),55 m²,,2,1,2ª,Menos de 5 años,,IF76306-I-00XQG4-W-02RCK6,,,,,Central,,N/A,N/A,Al mar,,1,,N/A,,,,,Propia,,,,,,,,,,,,,,,,,,,,
Casa adosada en Sta. Maria,Era Home,2.473 €/m²,475.000 €,192 m²,https://www.pisos.com/comprar/casa_adosada-la_collada_els_sis_camins_fondo_somella_santa_mari-49208624205_100500/,Anuncio actualizado el 27/01/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),192 m²,126 m²,5,3,,Entre 20 y 30 años,Más de 100 €,SA5455-ERA202439/11586,,,,,Gas natural,,,N/A,Noreste,,,,,,,,N/A,Comunitaria,,,,,,,,,,Adosada,,,,,,,,,,
Casa adosada en Clot del Basso,VISTAMAR FINQUES,2.147 €/m²,365.000 €,170 m²,https://www.pisos.com/comprar/casa_adosada-les_salines_clot_del_basso_mota_de_sant_pere-31754530956_500964/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),170 m²,120 m²,4,3,,Entre 20 y 30 años,25€ mensuales,500964-001337,,,Gres,,Gas natural,,,12 y 30m² en la entrada y 15 y 20m² en buhardilla,Suroeste,En buen estado,2,Salon i buhardilla,16m² con lavadero integrado,,Seguirdad,,Privado,,,Puertas macizas,Climalit,Aluminio,42m² con acceso a exterior,3m²,,,,Adosada,,,N/A,,N/A,N/A,,N/A,,
"Casa en calle Mayor, A 150 M de La Playa San Sebastián.",LIVING Luxury Real Estate. Barcelona,5.562 €/m²,890.000 €,160 m²,https://www.pisos.com/comprar/casa-sitges_centre-51757763754_109100/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),160 m²,160 m²,4,3,,,,FE6-290640,,,Gres,,N/A,,,N/A,Noroeste,,,Con bomba de calor,,N/A,,,,,,,,Madera,,,,,,,,,,,,,,Otra compañía,,
Piso en Barri de Mar-Ribes Roges-Plaça de la Sardana,Vilanova Daurada Sl,1.927 €/m²,160.000 €,83 m²,https://www.pisos.com/comprar/piso-barri_de_mar_ribes_roges_placa_de_la_sardana-45056896174_100200/,Anuncio actualizado el 18/09/2024,"F, E","F, E",garraf (BCN),83 m²,,3,1,8ª,,Más de 100 €,TC909-571141,,,Gres,,,,N/A,,,En buen estado,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,
Casa adosada en L'Aragai-Prat de Vilanova,VISTAMAR FINQUES,2.755 €/m²,350.000 €,127 m²,https://www.pisos.com/comprar/casa_adosada-aragai_prat_de_vilanova-36727888443_500964/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),127 m²,110 m²,3,2,,Más de 50 años,,500964-001376,,1,Gres,,Gas natural,,,35´46m² y 35´21m²,Este,En buen estado,2,Frío y calor,7´10m²,,,,Privado,,,,,Aluminio,29´78m²,3m²,,,,Adosada,,,N/A,,N/A,N/A,,,,
Apartamento en Vallpineda-Santa Bàrbara,Engel & Völkers MMC Barcelona,6.672 €/m²,887.400 €,133 m²,https://www.pisos.com/comprar/apartamento-vallpineda_santa_barbara-44243615454_101800/,Anuncio actualizado el 03/10/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),133 m²,,3,2,,,,IF76306-I-00Y7M5-W-02VOE8,,1,,,Central,,N/A,N/A,,,1,,N/A,,,,Privado,Propia,,,,,,,,,,,,,,,,,,,,
Ático en Vallpineda-Santa Bàrbara,Engel & Völkers MMC Barcelona,6.633 €/m²,882.300 €,133 m²,https://www.pisos.com/comprar/atico-vallpineda_santa_barbara-44251987798_101800/,Anuncio actualizado el 03/10/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),133 m²,,3,2,2ª,,,IF76306-I-00Y7LW-W-02VO7Z,,1,,,Central,,N/A,N/A,,,1,,N/A,,,,,Propia,,,,,,,,,,,,,,,,,,,,
Chalet en Camí de la Serra del Cavall,Engel & Völkers MMC Barcelona,3.605 €/m²,375.000 €,104 m²,https://www.pisos.com/comprar/chalet-canyelles_centro_urbano-4222729182_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),104 m²,,3,2,,,,IF76306-D-000L2U,,,,,,,,N/A,,A estrenar,,,,,,,Privado,,,,,,,,,,,,,,,,,,,,,
Casa en Can Girona-Terramar-Vinyet,Engel & Völkers MMC Barcelona,5.724 €/m²,790.000 €,138 m²,https://www.pisos.com/comprar/casa-can_girona_terramar_vinyet-50859505708_101800/,Anuncio actualizado el 21/01/2025,"E, E","E, E",garraf (BCN),138 m²,,4,2,,Entre 20 y 30 años,,IF76306-I-00YY7X-W-02XP9R,,,,,,,,N/A,,,1,,,,,,Privado,Propia,,,,,,,,,,,,,,,,,,,,
Casa en Vallpineda-Santa Bàrbara,Engel & Völkers MMC Barcelona,3.548 €/m²,1.870.000 €,527 m²,https://www.pisos.com/comprar/casa-vallpineda_santa_barbara-50871854808_101800/,Anuncio actualizado el 27/01/2025,"D, D","D, D",garraf (BCN),527 m²,,5,4,,,,IF76306-I-00YZF9-W-02P34G,,,,,,,,N/A,,,1,,,,,,Privado,Propia,,,,,,,,,,,1.291 m²,,,,,,,,,
Piso en Mas Trader I,FINQUES GIRÓ,2.864 €/m²,275.000 €,96 m²,https://www.pisos.com/comprar/piso-moli_de_baix_bardaji-49253623974_100500/,Anuncio actualizado el 12/11/2024,"B, B","B, B",garraf (BCN),96 m²,82 m²,3,2,Bajo,Menos de 5 años,Entre 80 y 100 €,SA1197-CubRUmolantonio-21/5887,N/A,1,Parquet,N/A,Gas natural,N/A,N/A,N/A,Este,,,,,N/A,N/A,,N/A,Comunitaria,,,,,N/A,,,N/A,,,,,,N/A,,,,,,
Piso en Rambla de Salvador Samà,Finques La LLar.,2.911 €/m²,198.000 €,68 m²,https://www.pisos.com/comprar/piso-barri_de_mar_ribes_roges_placa_de_la_sardana-51728529499_520753/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),68 m²,57 m²,2,1,Bajo,,,4520753-P-4093,,,,,,,N/A,,Suroeste,En buen estado,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en St. Joan,BRUÑO & VENTURA,2.714 €/m²,399.000 €,147 m²,https://www.pisos.com/comprar/casa_adosada-sant_joan_moli_de_vent-50900668541_100500/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),147 m²,,4,3,,Entre 20 y 30 años,,SA564-LV60356/1687,,,Gres,N/A,Gas natural,,,,Sur,,,,,,,,N/A,,,,,,,,,,,Adosada,,,N/A,,,,,,,
Apartamento en Molí de Baix-Bardají,Engel & Völkers MMC Barcelona,4.581 €/m²,261.151 €,57 m²,https://www.pisos.com/comprar/apartamento-moli_de_baix_bardaji-39225552818_101800/,Anuncio actualizado el 15/01/2025,"B, B","B, B",garraf (BCN),57 m²,,2,1,,Menos de 5 años,,IF76306-I-00XQFJ-W-02RCJS,,,,,Central,,N/A,,,,1,,N/A,,,,Privado,Propia,,,,,,,,,,,,,,,,,,,,
Casa en Can Girona-Terramar-Vinyet,Engel & Völkers MMC Barcelona,8.954 €/m²,1.173.000 €,131 m²,https://www.pisos.com/comprar/casa-can_girona_terramar_vinyet-42568696245_101800/,Anuncio actualizado el 10/12/2024,"G, G","G, G",garraf (BCN),131 m²,,4,4,,,,IF76306-I-00Y2OF-W-02UGFQ,,,,,,,,N/A,,,1,,N/A,,,,Privado,Propia,,,,,,,,,,,131 m²,,,,,,,,,
Casa en La Collada,OPEN INMO,2.167 €/m²,440.000 €,203 m²,https://www.pisos.com/comprar/casa-la_collada_els_sis_camins_fondo_somella_santa_mari-45902212777_100500/,Anuncio actualizado el 07/02/2025,"G, G","G, G",garraf (BCN),203 m²,112 m²,4,3,,Entre 20 y 30 años,,SA1406-OI00315/5763,,1,Gres,N/A,Central,,,N/A,Sur,,1,,,,,,,,,,,,N/A,,,,,,112 m²,,,N/A,,,,,,
Apartamento en Molí de Baix-Bardají,Engel & Völkers MMC Barcelona,4.267 €/m²,251.767 €,59 m²,https://www.pisos.com/comprar/apartamento-moli_de_baix_bardaji-39197841679_101800/,Anuncio actualizado el 20/01/2025,"B, B","B, B",garraf (BCN),59 m²,,2,1,1ª,Menos de 5 años,,IF76306-I-00XQGH-W-02RKH4,,,,,Central,,N/A,N/A,Al mar,,1,,N/A,,,,,Propia,,,,,,,,,,,,,,,,,,,,
Casa en Carrer de la Creueta,Engel & Völkers MMC Barcelona,3.582 €/m²,1.150.000 €,321 m²,https://www.pisos.com/comprar/casa-llevantina_montgavina_quint_mar_garraf08872-45037019938_101800/,Anuncio actualizado el 14/08/2024,"E, E","E, E",garraf (BCN),321 m²,,5,4,,Entre 10 y 20 años,,IF76306-I-00YDIV-W-02W80K,,1,,,Central,,,N/A,,,1,,N/A,N/A,,,Privado,Propia,,,,,,N/A,,,,,709 m²,,,,,,,,,
Piso en Carrer del Doctor Fleming,Engel & Völkers MMC Barcelona,4.026 €/m²,225.457 €,56 m²,https://www.pisos.com/comprar/piso-moli_de_baix_bardaji-5170490782_109700/,Anuncio actualizado el 18/02/2025,"B, B","B, B",garraf (BCN),56 m²,,2,,1ª,,,IF76306-D-000HYW,,,,,,,N/A,N/A,,A estrenar,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Ático en Can Girona-Terramar-Vinyet,Engel & Völkers MMC Barcelona,5.964 €/m²,680.000 €,114 m²,https://www.pisos.com/comprar/atico-can_girona_terramar_vinyet-50056934012_101800/,Anuncio actualizado el 17/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),114 m²,,3,3,2ª,,,IF76306-I-00YWAG-W-02XU5G,,1,,,Central,,N/A,N/A,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ático en Carrer del Pintor Pere Pruna,  s/n",OPEN INMO,6.046 €/m²,780.000 €,129 m²,https://www.pisos.com/comprar/atico-can_girona_terramar_vinyet-4993490749_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),129 m²,,3,3,2ª,,,-21563429,,,,,,,,N/A,,A estrenar,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Vallpineda-Santa Bàrbara,Engel & Völkers MMC Barcelona,6.120 €/m²,765.000 €,125 m²,https://www.pisos.com/comprar/apartamento-vallpineda_santa_barbara-44262515085_101800/,Anuncio actualizado el 03/10/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),125 m²,,3,2,1ª,,,IF76306-I-00Y7LR-W-02VO7G,,1,,,Central,,N/A,N/A,,,1,,N/A,,,,,Propia,,,,,,,,,,,,,,,,,,,,
Casa en L'Aragai-Prat de Vilanova,Engel & Völkers MMC Barcelona,5.162 €/m²,2.695.000 €,522 m²,https://www.pisos.com/comprar/casa-aragai_prat_de_vilanova-49234025118_101800/,Anuncio actualizado el 22/11/2024,"E, E","E, E",garraf (BCN),522 m²,,5,4,,Entre 20 y 30 años,,IF76306-I-00YPQ1-W-02X28W,N/A,,,,Central,,,N/A,,,1,,,N/A,,,Privado,Propia,,,,,,N/A,,,,,1.723 m²,,,,,,,,,
Apartamento en Vallpineda-Santa Bàrbara,Engel & Völkers MMC Barcelona,6.096 €/m²,780.300 €,128 m²,https://www.pisos.com/comprar/apartamento-vallpineda_santa_barbara-44208297763_101800/,Anuncio actualizado el 03/10/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),128 m²,,3,2,1ª,Menos de 5 años,,IF76306-I-00Y74Z-W-02VNMQ,,1,,,Central,,N/A,N/A,,,1,,N/A,,,,,Propia,,,,,,,,,,,,,,,,,,,,
Casa en L'aragai,SAM GRUPO M,1.502 €/m²,257.000 €,171 m²,https://www.pisos.com/comprar/casa-la_collada_els_sis_camins_fondo_somella_santa_mari-48418674472_100500/,Anuncio actualizado el 21/10/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),171 m²,,3,3,,,,SA4980-SO-470/10877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer de l'Assutzena,Don Casa,2.059 €/m²,449.000 €,218 m²,https://www.pisos.com/comprar/casa-mas_trader_corral_en_tort_corral_en_cona-41667170508_500869/,Anuncio actualizado el 07/02/2025,"E, E","E, E",garraf (BCN),218 m²,190 m²,4,2,,Entre 30 y 50 años,,500869-BVFA4190,,,Terrazo,,Gas natural,,,N/A,,En buen estado,1,,N/A,,N/A,,Privado,Propia,,,,Aluminio,N/A,,,,,,944 m²,N/A,N/A,,,N/A,,N/A,,
Apartamento en Molí de Baix-Bardají,Engel & Völkers MMC Barcelona,4.103 €/m²,336.478 €,82 m²,https://www.pisos.com/comprar/apartamento-moli_de_baix_bardaji-39179801883_101800/,Anuncio actualizado el 20/01/2025,"B, B","B, B",garraf (BCN),82 m²,,3,2,1ª,Menos de 5 años,,IF76306-I-00XQGZ-W-02RNG1,,,,,Central,,N/A,N/A,Sur,,1,,N/A,,,,,Propia,,,,,,,,,,,,,,,,,,,,
Ático en Can Girona-Terramar-Vinyet,Engel & Völkers MMC Barcelona,6.355 €/m²,680.000 €,107 m²,https://www.pisos.com/comprar/atico-can_girona_terramar_vinyet-50087763296_101800/,Anuncio actualizado el 17/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),107 m²,,3,3,2ª,,,IF76306-I-00YWFH-W-02Y58T,,1,,,Central,,N/A,N/A,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ático en Can Girona-Terramar-Vinyet,Engel & Völkers MMC Barcelona,6.141 €/m²,780.000 €,127 m²,https://www.pisos.com/comprar/atico-can_girona_terramar_vinyet-5024831993_109700/,Anuncio actualizado el 14/01/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),127 m²,,3,3,,,,IF76306-D-000MGY,,,,,,,,N/A,Al mar,A estrenar,N/A,Frío y calor,,,,N/A,,,,,,,,,,N/A,,,,,,,,,,,,
