nombre,agencia,precio_m2,precio,superficie,codigo_postal,href,actualizacion,consumo,emisiones,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Antigüedad,Gastos de comunidad,Referencia,Amueblado,Armarios empotrados,Tipo suelo,Calefacción,Garaje,Orientación,Superficie solar,Tipo de casa,Agua,Comedor,Terraza,Conservación,Aire acondicionado,Cocina equipada,Jardín,Trastero,Piscina,Vidrios dobles,Chimenea,Sistema de seguridad,Puerta blindada,Balcón,Urbanizado,Lavadero,Teléfono,Exterior,Interior,Calle alumbrada,Calle asfaltada,Ascensor,Adaptado a personas con movilidad reducida,Se aceptan mascotas,Soleado,Carpintería exterior,Carpintería interior,Portero automático,Gas
Chalet en Las Vegas - El Pozanco - Adelfillas,ELEPHANT ROOM VILLALBA,3.150 €/m²,315.000 €,100 m²,28045,https://www.pisos.com/comprar/chalet-las_vegas_el_pozanco_adelfillas28770-50086197246_100500/,2025-01-08,Error al procesar consumo,Error al procesar emisiones,100 m²,80 m²,3,1,,Más de 50 años,,SA3036-06830/7622,,,,N/A,,,,,N/A,,,,,,N/A,N/A,,,N/A,,,,N/A,,N/A,,,,,,,,,,,,
Loft en Vega de la Moraleja,Engel & Völkers Madrid,3.650 €/m²,292.014 €,80 m²,28134,https://www.pisos.com/comprar/loft-vega_de_la_moraleja-38400821074_101800/,2025-02-13,Error al procesar consumo,Error al procesar emisiones,80 m²,,1,1,,Entre 10 y 20 años,,IF77045-I-00TZPX-W-02IQF3,,,,Central,1,,,,,,,,,N/A,,,Propia,,,,,,,,,,,,,N/A,,,,,,,
Chalet unifamiliar en Lozoyuela,Sierranorte2010,1.864 €/m²,343.000 €,184 m²,28901,https://www.pisos.com/comprar/chalet_unifamiliar-lozoyuela-49194198971_996287/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,184 m²,184 m²,4,3,,Entre 20 y 30 años,,996287-000196,,Más de 2,Gres,Gasoil,1,Este,364 m²,,,,N/A,En buen estado,,,Privado,,,Climalit,Cassette insert,,,,,,Fibra óptica,,,N/A,N/A,,,,,Aluminio,,,
Casa en Dehesa Vieja-Puente Cultural,Engel & Völkers Madrid,2.745 €/m²,1.175.000 €,428 m²,28134,https://www.pisos.com/comprar/casa-dehesa_vieja_puente_cultural28702-50841853819_101800/,2025-01-22,"E, E","E, E",428 m²,,6,2,,Entre 30 y 50 años,,IF77045-I-00YXUQ-W-02Y85U,,,,Central,1,,1.066 m²,,,,N/A,,,N/A,Privado,,Propia,,,,,,,,,,,,,,,,,,,,
Casa en Fuente el Saz de Jarama,Engel & Völkers Madrid,2.487 €/m²,398.000 €,160 m²,28059,https://www.pisos.com/comprar/casa-fuente_el_saz_de_jarama_centro_urbano-50060194748_101800/,2025-01-27,Error al procesar consumo,Error al procesar emisiones,160 m²,,4,3,,Entre 20 y 30 años,,IF77045-I-00YV4K-W-02XN5R,N/A,1,,Central,1,,,,,,N/A,,,N/A,Privado,,Propia,,,,,,,,,,,,,,,,,,,,
Casa en calle Mayor,Sierranorte2010,2.066 €/m²,124.000 €,60 m²,28070,https://www.pisos.com/comprar/casa-aoslos-47567312910_996287/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,60 m²,56 m²,2,1,,Entre 10 y 20 años,,996287-000175,Solo la cocina,2,,Central,,Suroeste,5 m²,,,,N/A,En buen estado,,,,,,Climalit,N/A,,,,,,,,,N/A,N/A,,,,,Aluminio,Madera,,
Chalet en Lozoya Somosierra,IAD ESPAÑA,1.599 €/m²,435.000 €,272 m²,28030,https://www.pisos.com/comprar/chalet-la_cabrera_centro_urbano-50060287306_108700/,2025-02-12,"E, E","E, E",272 m²,272 m²,6,2,,Entre 30 y 50 años,,UVC882-30446,,,,,,,1.053 m²,,,,N/A,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,
Chalet en Soto del Real,Gilmar Villalba,1.474 €/m²,640.000 €,434 m²,28144,https://www.pisos.com/comprar/chalet-soto_del_real_centro_urbano-45027106645_102100/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,434 m²,,6,5,,,,GM13-198898,,,,,,,913 m²,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,
Piso en calle de San Onofre,HIPOGES IBERIA,3.000 €/m²,177.000 €,59 m²,28134,https://www.pisos.com/comprar/piso-san_sebastian_de_los_reyes_casco_antiguo28701-51734749489_100700/,2025-02-05,Error al procesar consumo,Error al procesar emisiones,59 m²,59 m²,,,3ª,,,GTRE-01308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Paredes de Buitrago,Sierranorte2010,511 €/m²,23.000 €,45 m²,28902,https://www.pisos.com/comprar/chalet-paredes_de_buitrago-25061007803_101800/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,45 m²,,1,1,,,,IF7087-PAREDES - CASA,,,,,,A la montaña,,,,,,A reformar,,,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Avenida de la Libertad,HOGALIA Madrid,1.191 €/m²,83.400 €,70 m²,28045,https://www.pisos.com/comprar/piso-el_cerrillo-51673407727_100500/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,70 m²,,3,1,1ª,,,SA323-FHOG-2923,,,,,,,,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,
Casa unifamiliar en calle de Ontanilla,INSOL TORRELAGUNA SIGLO XXI SL,2.619 €/m²,165.000 €,63 m²,28151,https://www.pisos.com/comprar/casa_unifamiliar-torrelaguna_centro_urbano-50849418186_515809/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,63 m²,63 m²,2,1,,Más de 50 años,,515809-2352,,,Gres,Eléctrica,,,,Unifamiliar,,N/A,,Reformado,,N/A,,,,,N/A,,,,N/A,,,,,N/A,N/A,,,,,,,,
Casa en La Hiruela,Sierranorte2010,426 €/m²,64.000 €,150 m²,28069,https://www.pisos.com/comprar/casa-la_hiruela_centro_urbano-26673193527_101800/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,150 m²,,1,1,,,,IF7087-LA HIRUELA,,,,,,A la montaña,,,,,,A reformar,,,,,,,,,,,,,,,,,,,,,,,,,
Loft en Vega de la Moraleja,Engel & Völkers Madrid,2.431 €/m²,194.500 €,80 m²,28134,https://www.pisos.com/comprar/loft-vega_de_la_moraleja-45029020286_101800/,2024-12-07,Error al procesar consumo,Error al procesar emisiones,80 m²,,1,1,,Entre 10 y 20 años,,IF77045-I-00YE7U-W-02WB1O,,,,Central,1,,,,,,,,,,,,Propia,,,,,,,,,,,,,N/A,,,,,,,
"Piso en calle de la Corredera, 3","IMPACT HOMES, S.L.",3.002 €/m²,645.500 €,215 m²,28045,https://www.pisos.com/comprar/piso-colmenar_viejo_el_mirador-4976749012_109700/,2025-02-06,Error al procesar consumo,Error al procesar emisiones,215 m²,,4,4,,,,4992497-CC,,,,,N/A,,,,,,N/A,A estrenar,,,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Arroyos y Tempranales,CIRCULAR INMOBILIARIA,4.645 €/m²,720.000 €,155 m²,28134,https://www.pisos.com/comprar/piso-arroyos_y_tempranales28701-50041607888_528701/,2025-01-16,Error al procesar consumo,Error al procesar emisiones,155 m²,120 m²,3,2,3ª,Menos de 5 años,,4528701-228004,,Más de 2,Tarima flotante,Suelo radiante,Más de 2,Sur,,,,,N/A,En buen estado,Por conductos,,Comunitario,N/A,Comunitaria,,,N/A,,,,,,N/A,,,,N/A,,,N/A,,,N/A,
"Casa en Plaza de la Sierra, 3",Sierranorte2010,437 €/m²,165.000 €,377 m²,28114,https://www.pisos.com/comprar/casa-gandullas-44216101687_996287/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,377 m²,372 m²,,2,,,,996287-000157,,,,Gasoil,1,,305 m²,,,,,A reformar,,,,,,,,,,,,,,,,,,,N/A,,,,,,
Casa unifamiliar en El Mirador,Estudio Inmobiliario Colmenar Norte Sl,2.857 €/m²,360.000 €,126 m²,28045,https://www.pisos.com/comprar/casa_unifamiliar-colmenar_viejo_el_mirador-47517988287_100200/,2025-02-17,"F, G","F, G",126 m²,,3,2,,Entre 30 y 50 años,,TC903-596299,,,,,1,,,Unifamiliar,,,N/A,En buen estado,,,Privado,,,,,,,,,,,,,,,,,,,,,,
"Dúplex en calle José Celestino Mutis, nº -",ALTAMIRA,Error al procesar precio m²,A consultar,124 m²,28134,https://www.pisos.com/comprar/duplex-vega_de_la_moraleja-35038365233_103600/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,124 m²,124 m²,3,2,,,,AM9-2302##33000593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en La Moraleja,Engel & Völkers Madrid,4.342 €/m²,3.800.000 €,875 m²,28904,https://www.pisos.com/comprar/casa-la_moraleja_distrito28109-45021475213_101800/,2024-06-28,Error al procesar consumo,Error al procesar emisiones,875 m²,,5,4,,Entre 30 y 50 años,,IF77045-I-00YE5C-W-02W3NH,,,,Central,1,,2.503 m²,,,,N/A,,,,Privado,,Propia,,,,,,,,,,,,,,,,,,,,
Casa en Ciudalcampo-Fuente del Fresno,Engel & Völkers Madrid,3.125 €/m²,2.500.000 €,800 m²,28134,https://www.pisos.com/comprar/casa-ciudalcampo_fuente_del_fresno28707-48375801177_101800/,2025-02-13,Error al procesar consumo,Error al procesar emisiones,800 m²,,5,5,,Entre 30 y 50 años,,IF77045-I-00YR1Y-W-02X7HM,N/A,,,,1,,2.600 m²,,,,,,,,Privado,,Propia,,,,,,,N/A,,,,,,,,,,,,,
Chalet en Puebla de La Sierra,Sierranorte2010,392 €/m²,84.000 €,214 m²,28118,https://www.pisos.com/comprar/chalet-puebla_de_la_sierra_centro_urbano-28401599240_996287/,2025-02-19,"E, E","E, E",214 m²,214 m²,3,1,,,,996287-000017,,,,,,Suroeste,,,,,,A reformar,,N/A,,,,,N/A,,,,N/A,,,,,N/A,N/A,,,,,,,,
"Casa en calle de las Cantarranas, 6",Sierranorte2010,388 €/m²,33.000 €,85 m²,28114,https://www.pisos.com/comprar/casa-pinuecar-44260200659_996287/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,85 m²,85 m²,,,,Más de 50 años,,996287-000152,,,,,,,108 m²,,,,,A reformar,,,Privado,,,,,,,,,,,,,N/A,N/A,,,,,,,,
Casa en Ciudalcampo-Fuente del Fresno,Engel & Völkers Madrid,3.883 €/m²,2.990.000 €,770 m²,28134,https://www.pisos.com/comprar/casa-ciudalcampo_fuente_del_fresno28707-49256377113_101800/,2024-12-05,Error al procesar consumo,Error al procesar emisiones,770 m²,,6,6,,Menos de 5 años,,IF77045-I-00YUWN-W-02XJYC,,1,,Central,1,,4.000 m²,,,,,,,N/A,Privado,N/A,Propia,,,,,,,N/A,,,,,,,,,,,,,
"Piso en calle Rios,9 1 B",HIPOGES IBERIA,2.630 €/m²,171.000 €,65 m²,28904,https://www.pisos.com/comprar/piso-el_soto_de_la_moraleja28108-48430900046_100700/,2025-02-01,Error al procesar consumo,Error al procesar emisiones,65 m²,65 m²,,,,,,GTRE-01430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en San Agustín del Guadalix,Engel & Völkers Madrid,2.745 €/m²,549.000 €,200 m²,28129,https://www.pisos.com/comprar/casa-san_agustin_del_guadalix_centro_urbano-38418989948_101800/,2024-05-21,Error al procesar consumo,Error al procesar emisiones,200 m²,,4,2,,Entre 10 y 20 años,,IF77045-I-00XKKA-W-02TGV9,,1,,Central,1,,,,,,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
"Finca rústica en Polígono 7, nº 358",ATIKA - El Molar,3 €/m²,33.000 €,10.567 m²,28086,https://www.pisos.com/comprar/finca_rustica-el_molar_el_molar-94191494805_197600/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,10.567 m²,,,,,,,1976-2349,,,,,,,10.567 m²,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Avenida del Cerro de San Pedro,Engel & Völkers Madrid,2.865 €/m²,1.195.000 €,417 m²,28134,https://www.pisos.com/comprar/casa_adosada-ciudalcampo_fuente_del_fresno28708-50077425841_101800/,2025-02-19,"B, A","B, A",417 m²,,5,3,,Entre 5 y 10 años,,IF77045-I-00YVGQ-W-02XDPC,,1,,Central,1,,,Adosada,,,,,,,Privado,N/A,Propia,,,,,,,N/A,,,,,,,,,,,,,
"Casa en Plaza del Cura, 11",Sierranorte2010,420 €/m²,16.800 €,40 m²,28902,https://www.pisos.com/comprar/casa-paredes_de_buitrago-51669484613_996287/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,40 m²,37 m²,,,,,,996287-000213,,,,,,,,,,,,A reformar,,,,,,,,,,,,,,,,N/A,N/A,,,,,,,,
Chalet en España,ELEPHANT ROOM VILLALBA,1.956 €/m²,1.000.000 €,511 m²,28045,https://www.pisos.com/comprar/chalet-colmenar_viejo_fuente_santa-51697717970_100500/,2025-02-07,"E, E","E, E",511 m²,485 m²,8,6,,Entre 30 y 50 años,,SA3036-06955/7622,,1,Mármol,N/A,1,Norte,1.005 m²,,N/A,N/A,,,,,N/A,N/A,,,N/A,,,,,,N/A,,,,,,,,,,,,
Chalet en Miraflores de La Sierra,Gilmar Villalba,2.436 €/m²,670.000 €,275 m²,28085,https://www.pisos.com/comprar/chalet-extrarradio_de_miraflores_de_la_sierra-45066315901_102100/,2025-02-06,Error al procesar consumo,Error al procesar emisiones,275 m²,,3,4,,,,GM13-198544,,,,,,Sur,1.002 m²,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Casa en Ciudalcampo-Fuente del Fresno,Engel & Völkers Madrid,1.836 €/m²,2.295.000 €,1.250 m²,28134,https://www.pisos.com/comprar/casa-ciudalcampo_fuente_del_fresno28707-48384329411_101800/,2024-10-04,Error al procesar consumo,Error al procesar emisiones,1.250 m²,,8,10,,Entre 20 y 30 años,,IF77045-I-00YOUB-W-02XA36,,1,,Central,1,,4.306 m²,,,,N/A,,,N/A,Privado,N/A,Propia,,,,,,,,,,,,,,,,,,,,
Apartamento en El Soto de la Moraleja,Engel & Völkers Madrid,6.544 €/m²,1.250.000 €,191 m²,28904,https://www.pisos.com/comprar/apartamento-el_soto_de_la_moraleja28109-45012175289_101800/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,191 m²,,3,3,1ª,Más de 50 años,,IF77045-I-00YBHN-W-02NWW1,,,,Central,1,,,,,,N/A,,,,Privado,,Propia,,,,,,,,,,,,,N/A,,,,,,,
Casa en Fuente el Saz de Jarama,Engel & Völkers Madrid,2.200 €/m²,330.000 €,150 m²,28059,https://www.pisos.com/comprar/casa-fuente_el_saz_de_jarama_centro_urbano-41728086029_101800/,2024-09-22,Error al procesar consumo,Error al procesar emisiones,150 m²,,3,2,,Entre 30 y 50 años,,IF77045-I-00XYLF-W-02UB0O,,,,Central,1,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Casa en Ciudalcampo-Fuente del Fresno,Engel & Völkers Madrid,4.035 €/m²,1.695.000 €,420 m²,28134,https://www.pisos.com/comprar/casa-ciudalcampo_fuente_del_fresno28707-42579882948_101800/,2024-11-13,Error al procesar consumo,Error al procesar emisiones,420 m²,,5,5,,Entre 20 y 30 años,,IF77045-I-00VNKQ-W-02P1NP,,,,Central,1,,2.826 m²,,,,,,,N/A,Privado,,Propia,,,,,,,,,,,,,,,,,,,,
"Casa en Travesía Esquinilla, 3",Sierranorte2010,422 €/m²,19.000 €,45 m²,28902,https://www.pisos.com/comprar/casa-paredes_de_buitrago-51676859742_996287/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,45 m²,42 m²,,,,,,996287-000214,,,,,,Este,,,,,,En buen estado,,,,,,,,,,,,,,,,N/A,N/A,,,,,,,,
Casa en La Serna del Monte,Sierranorte2010,1.116 €/m²,490.000 €,439 m²,28138,https://www.pisos.com/comprar/casa-la_serna_del_monte_centro_urbano-49250738454_996287/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,439 m²,439 m²,7,9,,Entre 20 y 30 años,,996287-000194,N/A,Más de 2,Gres,Gasoil,,Este,291 m²,,,,N/A,En buen estado,,Industrial independiente,Privado,,,Climalit,Abierta,,,,,Cuarto de lavado,Fibra óptica,,,N/A,N/A,,,,,Madera,,,Butano cocina
Chalet en Robledillo de La Jara,Sierranorte2010,752 €/m²,270.000 €,359 m²,28124,https://www.pisos.com/comprar/chalet-robledillo_de_la_jara_centro_urbano-35017445727_996287/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,359 m²,358 m²,5,2,,,,996287-000092,,,,,,Sur,76 m²,,,,,A reformar,,,,,,,,,,,N/A,,,,,N/A,N/A,,,,,,,,
Casa en Las Vegas-El Pozanco-Adelfillas,Engel & Völkers Madrid,2.877 €/m²,1.600.000 €,556 m²,28045,https://www.pisos.com/comprar/casa-las_vegas_el_pozanco_adelfillas-42550282083_101800/,2025-01-17,Error al procesar consumo,Error al procesar emisiones,556 m²,,6,5,,Entre 20 y 30 años,,IF77045-I-00Y12J-W-02U5YT,,1,,Central,1,A la montaña,3.926 m²,,,,N/A,,,N/A,Privado,,Propia,,,,,,,,,,,,,,,,,,,,
Finca rústica en Polígono Polígono 7 Parcelas 124 y 125,ATIKA - El Molar,7 €/m²,25.000 €,3.436 m²,28086,https://www.pisos.com/comprar/finca_rustica-el_molar_el_molar-46697933895_197600/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,3.436 m²,,,,,,,1976-2515,,,,,,,3.436 m²,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,
Loft en Ciudalcampo-Fuente del Fresno,Engel & Völkers Madrid,3.355 €/m²,255.000 €,76 m²,28134,https://www.pisos.com/comprar/loft-ciudalcampo_fuente_del_fresno28703-47570505897_101800/,2025-02-10,Error al procesar consumo,Error al procesar emisiones,76 m²,,1,1,,Entre 10 y 20 años,,IF77045-I-00YNZ7-W-02WTP7,,1,,Central,,,,,,,N/A,,,,,N/A,,,,,,,,,,,,,,N/A,,,,,,,
"Dúplex en calle del Almendro, nº -",ALTAMIRA,Error al procesar precio m²,A consultar,105 m²,28086,https://www.pisos.com/comprar/duplex-el_molar_el_molar-44264128691_103600/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,105 m²,88 m²,2,1,,,,AM9-2302##2302_0341_PE0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,
Casa en La Moraleja,Engel & Völkers Madrid,8.777 €/m²,7.900.000 €,900 m²,28904,https://www.pisos.com/comprar/casa-la_moraleja_distrito28109-39190579523_101800/,2024-05-21,"G, G","G, G",900 m²,,7,10,,,,IF77045-I-00XP2Y-W-02TVXZ,N/A,1,,Central,1,,2.667 m²,,,,N/A,,,N/A,Privado,N/A,Propia,,,,,,,N/A,,,,,,,,,,,,,
Casa en Ciudalcampo-Fuente del Fresno,Engel & Völkers Madrid,1.973 €/m²,1.725.000 €,874 m²,28134,https://www.pisos.com/comprar/casa-ciudalcampo_fuente_del_fresno28707-50073101529_101800/,2024-12-03,Error al procesar consumo,Error al procesar emisiones,874 m²,,7,8,,Entre 20 y 30 años,,IF77045-I-00XX8E-W-02U5YL,,1,,Central,1,,3.972 m²,,,,N/A,,,N/A,Privado,N/A,Propia,,,,,,,,,,,,,,,,,,,,
Finca rústica en calle Pol 2,ATIKA - El Molar,14 €/m²,25.000 €,1.776 m²,28168,https://www.pisos.com/comprar/finca_rustica-el_vellon_centro_urbano-43373565534_197600/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,1.776 m²,,,,,,,1976-2509,,,,,,,1.776 m²,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle de la Corredera, 3","IMPACT HOMES, S.L.",2.890 €/m²,398.900 €,138 m²,28045,https://www.pisos.com/comprar/piso-colmenar_viejo_el_mirador-5204702812_109700/,2025-02-06,Error al procesar consumo,Error al procesar emisiones,138 m²,,2,2,,,,4992497-CC,,,,,N/A,,,,,,N/A,A estrenar,,,,N/A,,,,,,,,,,,,,,,,,,,,,
Dúplex en Valdelacasa,Altor Asesores,5.937 €/m²,475.000 €,80 m²,28006,https://www.pisos.com/comprar/duplex-alcobendas_valdelacasa-49193040202_108900/,2025-01-29,Error al procesar consumo,Error al procesar emisiones,80 m²,,1,1,,,Más de 100 €,XA491-4084,,,,,,,,,N/A,,N/A,,,N/A,,,Comunitaria,,,,,,,,,N/A,,,,N/A,,,,,,,
Dúplex en El Soto de la Moraleja,Engel & Völkers Madrid,7.731 €/m²,750.000 €,97 m²,28904,https://www.pisos.com/comprar/duplex-el_soto_de_la_moraleja28108-50912127769_101800/,2025-01-03,Error al procesar consumo,Error al procesar emisiones,97 m²,,1,2,1ª,Entre 30 y 50 años,,IF77045-I-00YXD0-W-02Y4OJ,,,,,1,,,,,,,,,N/A,,N/A,Propia,,,,,,,,,,,,,,,,,,,,
Piso en Plaza del Maestro Almeida,VIVANTIAL,1.166 €/m²,175.000 €,150 m²,28045,https://www.pisos.com/comprar/piso-el_olivar_la_magdalena-45858394589_109300/,2025-02-05,Error al procesar consumo,Error al procesar emisiones,150 m²,,,,Bajo,,,EP618-13366-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,
Finca rústica en Polígono 10,ATIKA - El Molar,5 €/m²,33.000 €,6.415 m²,28086,https://www.pisos.com/comprar/finca_rustica-el_molar_el_molar-23422315878_197600/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,6.415 m²,,,,,,,1976-2482,,,,,,,6.415 m²,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Centro,Engel & Völkers Madrid,3.754 €/m²,199.000 €,53 m²,28006,https://www.pisos.com/comprar/casa-alcobendas_centro28100-38373195554_101800/,2024-05-21,Error al procesar consumo,Error al procesar emisiones,53 m²,,4,1,,Más de 50 años,,IF77045-I-00X3CR-W-02S9Y3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Ciudalcampo-Fuente del Fresno,Engel & Völkers Madrid,3.958 €/m²,1.900.000 €,480 m²,28134,https://www.pisos.com/comprar/casa-ciudalcampo_fuente_del_fresno28707-47598666988_101800/,2024-11-06,Error al procesar consumo,Error al procesar emisiones,480 m²,,5,5,,Entre 20 y 30 años,,IF77045-I-00Y7C3-W-02VA80,,1,,,,,2.500 m²,,,,N/A,,,,Privado,,Propia,,,,,,,,,,,,,,,,,,,,
Casa en Ciudalcampo-Fuente del Fresno,Engel & Völkers Madrid,2.296 €/m²,2.480.000 €,1.080 m²,28134,https://www.pisos.com/comprar/casa-ciudalcampo_fuente_del_fresno28707-38363857408_101800/,2024-05-21,"D, E","D, E",1.080 m²,,8,6,,Entre 20 y 30 años,,IF77045-I-00Q2JL-W-02926M,,,,Central,1,A la montaña,5.200 m²,,,,N/A,,,N/A,Privado,N/A,Propia,,,,,,,N/A,,,,,,,,,,,,,
Casa en Ciudalcampo-Fuente del Fresno,Engel & Völkers Madrid,3.915 €/m²,1.950.000 €,498 m²,28134,https://www.pisos.com/comprar/casa-ciudalcampo_fuente_del_fresno28707-45040189144_101800/,2025-01-14,"E, D","E, D",498 m²,,5,5,,Entre 20 y 30 años,,IF77045-I-00YE97-W-02UPUX,,1,,Central,1,,3.030 m²,,,,N/A,,,N/A,Privado,N/A,Propia,,,,,,,,,,,,,,,,,,,,
Chalet en Lozoya Somosierra,IAD ESPAÑA,2.094 €/m²,840.000 €,401 m²,28129,https://www.pisos.com/comprar/chalet-san_agustin_del_guadalix_centro_urbano-48395860888_108700/,2025-01-24,Error al procesar consumo,Error al procesar emisiones,401 m²,401 m²,5,5,,Entre 30 y 50 años,,UVC882-23338,,,,,,,1.704 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Ciudalcampo-Fuente del Fresno,Engel & Völkers Madrid,1.696 €/m²,1.600.000 €,943 m²,28134,https://www.pisos.com/comprar/casa-ciudalcampo_fuente_del_fresno28707-38382200267_101800/,2024-05-21,Error al procesar consumo,Error al procesar emisiones,943 m²,,8,10,,Entre 20 y 30 años,,IF77045-I-00X72T-W-02RWAP,,1,,Central,1,,2.880 m²,,,,,,,N/A,Privado,N/A,Propia,,,,,,,N/A,,,,,,,,,,,,,
Casa en Soto del Real,Engel & Völkers Madrid,1.815 €/m²,2.900.000 €,1.597 m²,28144,https://www.pisos.com/comprar/casa-soto_del_real_centro_urbano-45923557729_101800/,2025-01-09,Error al procesar consumo,Error al procesar emisiones,1.597 m²,,8,7,,,,IF77045-I-00YDGI-W-02W8V4,,,,Central,,,16.991 m²,,,,,,,,Privado,,Propia,,,,,,,,,,,,,,,,,,,,
Loft en Vega de la Moraleja,Engel & Völkers Madrid,3.287 €/m²,240.000 €,73 m²,28134,https://www.pisos.com/comprar/loft-vega_de_la_moraleja-42518062589_101800/,2024-12-10,Error al procesar consumo,Error al procesar emisiones,73 m²,,1,1,,Entre 10 y 20 años,,IF77045-I-00Y24H-W-02V3SX,,,,Central,1,,,,,,N/A,,,,,,Propia,,,,,,,,,,,,,N/A,,,,,,,
"Ático en calle Deseos, 2",Nestar,5.737 €/m²,350.000 €,61 m²,28006,https://www.pisos.com/comprar/atico-valdelasfuentes_norte28100-51733050719_100500/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,61 m²,,1,1,5ª,,,SA5100-2200/22000014/33,,1,,,1,,,,,,N/A,En buen estado,,,N/A,N/A,N/A,,,,,,,,,N/A,,,,N/A,,,,,,,
Apartamento en Valdelasfuentes-Norte,Engel & Völkers Madrid,6.597 €/m²,950.000 €,144 m²,28006,https://www.pisos.com/comprar/apartamento-valdelasfuentes_norte28100-51763726830_101800/,2025-02-10,Error al procesar consumo,Error al procesar emisiones,144 m²,,2,2,1ª,Entre 5 y 10 años,,IF77045-I-00Z0A7-W-02XKO4,,1,,Central,1,,,,,,N/A,,,,,N/A,Propia,,,,,,,,,,,,,N/A,,,,,,,
Casa en Ciudalcampo-Fuente del Fresno,Engel & Völkers Madrid,3.587 €/m²,2.400.000 €,669 m²,28134,https://www.pisos.com/comprar/casa-ciudalcampo_fuente_del_fresno28707-45094012716_101800/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,669 m²,,6,6,,Entre 10 y 20 años,,IF77045-I-00YD40-W-02VA8B,,1,,Central,1,,3.113 m²,,,,N/A,,,N/A,Privado,N/A,Propia,,,,,,,,,,,,,,,,,,,,
"Chalet en calle de Santillana del Lago, 32",ALTAMIRA,1.120 €/m²,192.800 €,172 m²,28082,https://www.pisos.com/comprar/chalet-manzanares_el_real_centro_urbano-50013949013_103600/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,172 m²,172 m²,,,,,,AM9-9186##9186_0413_PE0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Finca rústica en Polígono 6, nº 299",ATIKA - El Molar,5 €/m²,19.900 €,3.954 m²,28168,https://www.pisos.com/comprar/finca_rustica-el_vellon_centro_urbano-51698048263_197600/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,3.954 m²,,,,,,,1976-4110,,,,,,,3.954 m²,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Encinar de los Reyes,Engel & Völkers Madrid,6.564 €/m²,2.350.000 €,358 m²,28904,https://www.pisos.com/comprar/casa-la_moraleja_encinar_de_los_reyes28055-50903357587_101800/,2025-01-20,Error al procesar consumo,Error al procesar emisiones,358 m²,,4,3,,Entre 20 y 30 años,,IF77045-I-00X5K7-W-02SIS2,,1,,Central,1,,360 m²,,,,N/A,,,N/A,Privado,,Propia,,,,,,,N/A,,,,,,,,,,,,,
